protein_group_no	protein_id	description	gene_name	mw	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1295	Q16254	Transcription factor E2F4 OS=Homo sapiens GN=E2F4 PE=1 SV=2	E2F4	48858.7	0.00967482	28	54	4	1	3	1	1	131L	2.52616e+07	2.64236e+07	2.03266e+07	2.0791e+07	2.2593e+07	2.29832e+07	1.42851e+07	2.78427e+07	2.15336e+07	1.97417e+07	1.27961	1.33846	1.02963	1.05315	1.14443	1.16419	0.723601	1.41035	1.09077	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1296	O95613	Pericentrin OS=Homo sapiens GN=PCNT PE=1 SV=4	PCNT	428724.0	0.000615006	41	135	4	3	2	2	2	131L	2.96271e+07	3.86059e+07	2.72305e+07	2.58758e+07	2.85107e+07	2.81052e+07	2.25922e+07	2.96479e+07	3.0224e+07	2.51733e+07	1.17693	1.53361	1.08172	1.02791	1.13258	1.11647	0.897468	1.17775	1.20064	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1297	M0QY77	KxDL motif-containing protein 1 OS=Homo sapiens GN=KXD1 PE=1 SV=1	KXD1	23682.9	0.00737503	30	54	2	2	1	1	1	131L	2.27693e+07	2.27103e+07	2.08397e+07	2.01478e+07	1.72246e+07	1.54702e+07	1.14498e+07	2.08038e+07	1.74591e+07	1.68421e+07	1.35193	1.34842	1.23735	1.19627	1.02271	0.918541	0.679828	1.23522	1.03663	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1298	Q19AV6	Zinc finger SWIM domain-containing protein 7 OS=Homo sapiens GN=ZSWIM7 PE=1 SV=1	ZSWIM7	17322.2	0.00174115	36	66	2	2	1	1	1	131L	2.46532e+06	3.67955e+06	2.84773e+06	2.71689e+06	2.42854e+06	1.92864e+06	1.95633e+06	2.35069e+06	2.013e+06	1.64953e+06	1.49456	2.23067	1.72639	1.64707	1.47226	1.16921	1.186	1.42507	1.22035	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1299	Q86V48	Leucine zipper protein 1 OS=Homo sapiens GN=LUZP1 PE=1 SV=2	LUZP1	143001.0	0.0233633	23	23	1	1	0	1	1	131L	1.95288e+07	1.85742e+07	1.59422e+07	1.60552e+07	1.67186e+07	1.93299e+07	1.47561e+07	2.15784e+07	1.9053e+07	1.88327e+07	1.03696	0.986274	0.846518	0.852518	0.887743	1.0264	0.783533	1.14579	1.0117	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1300	P48449	Lanosterol synthase OS=Homo sapiens GN=LSS PE=1 SV=1	LSS	89494.1	0.0	55	237	5	5	0	5	5	131L	8.67062e+07	8.6971e+07	7.9918e+07	8.27793e+07	7.4515e+07	8.65986e+07	5.73791e+07	8.55119e+07	7.66435e+07	7.4688e+07	1.15483	1.16446	1.0653	1.10889	0.997683	1.15631	0.767171	1.14492	1.02618	1.0	0.323178	0.551029	0.242603	0.255038	0.0458859	0.140195	0.0735852	0.312359	0.122625	0.0
1301	H0YBL1|P29218	Inositol monophosphatase 1 (Fragment) OS=Homo sapiens GN=IMPA1 PE=1 SV=1|Inositol monophosphatase 1 OS=Homo sapiens GN=IMPA1 PE=1 SV=1	IMPA1	33374.5|34234.9	0.0	91	568	21	10	3	15	8	131L	5.58557e+08	5.86059e+08	4.54475e+08	4.04364e+08	4.24987e+08	4.75571e+08	3.01327e+08	4.62654e+08	3.64789e+08	3.3007e+08	1.68229	1.78774	1.37785	1.22204	1.28713	1.43843	0.91116	1.40473	1.1047	1.0	0.330151	0.446682	0.294367	0.172887	0.102772	0.193863	0.109372	0.256527	0.0460724	0.0
1302	Q9Y383	Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens GN=LUC7L2 PE=1 SV=2	LUC7L2	54045.8	0.000331675	47	209	10	3	6	4	3	131L	1.16692e+08	1.31333e+08	1.28025e+08	1.60643e+08	1.10354e+08	1.40326e+08	1.00436e+08	1.90275e+08	1.37264e+08	1.5812e+08	0.737997	0.83059	0.809671	1.01596	0.697912	0.887465	0.635188	1.20336	0.868103	1.0	0.311101	0.217202	0.419349	0.226905	0.179622	0.136681	0.126378	0.323582	0.186934	0.0
1303	Q9UJC5	SH3 domain-binding glutamic acid-rich-like protein 2 OS=Homo sapiens GN=SH3BGRL2 PE=1 SV=2	SH3BGRL2	14666.9	0.0	65	65	1	1	0	1	1	131L	3.41182e+07	3.74192e+07	2.49968e+07	2.62623e+07	2.86946e+07	2.73913e+07	1.89343e+07	2.72316e+07	2.54479e+07	2.37649e+07	1.43566	1.57456	1.05184	1.10509	1.20744	1.15259	0.796734	1.14587	1.07082	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1304	E9PGC8|P78559	MAP1 light chain LC2 OS=Homo sapiens GN=MAP1A PE=1 SV=1|Microtubule-associated protein 1A OS=Homo sapiens GN=MAP1A PE=1 SV=6	MAP1A	381750.0|355134.0	0.0	92	866	26	18	8	18	15	131L	3.61302e+08	3.61798e+08	3.0464e+08	3.85537e+08	3.57857e+08	3.36564e+08	2.53304e+08	2.7753e+08	2.99824e+08	3.05039e+08	1.18488	1.18832	1.00055	1.26893	1.17458	1.10785	0.832306	0.911203	0.983268	1.0	0.167632	0.161517	0.117033	0.241774	0.146159	0.180186	0.113763	0.124766	0.0849241	0.0
1305	P68366	Tubulin alpha-4A chain OS=Homo sapiens GN=TUBA4A PE=1 SV=1	TUBA4A	54987.7	0.0	136	2053	423	3	392	5	3	131L	3.20423e+08	3.23457e+08	2.65749e+08	2.71532e+08	2.84242e+08	3.44752e+08	2.0559e+08	2.74489e+08	2.5747e+08	2.42159e+08	1.32319	1.33049	1.08936	1.1213	1.17378	1.42228	0.850447	1.1335	1.06323	1.0	0.448869	0.82062	0.45027	0.39365	0.155178	0.115054	0.110475	0.47407	0.0689009	0.0
1306	P68363	Tubulin alpha-1B chain OS=Homo sapiens GN=TUBA1B PE=1 SV=1	TUBA1B	55158.0	0.0	136	2259	551	0	517	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1307	P61970	Nuclear transport factor 2 OS=Homo sapiens GN=NUTF2 PE=1 SV=1	NUTF2	16015.1	0.0	103	295	17	5	1	13	5	131L	2.19236e+08	2.34845e+08	1.80876e+08	1.68481e+08	1.79917e+08	1.85444e+08	1.25673e+08	2.00969e+08	1.51716e+08	1.45746e+08	1.49939	1.61394	1.23616	1.15433	1.23529	1.27164	0.862297	1.37852	1.04135	1.0	0.558107	0.649948	0.361065	0.331369	0.203417	0.212344	0.085708	0.389347	0.171991	0.0
1308	Q9NWB6	Arginine and glutamate-rich protein 1 OS=Homo sapiens GN=ARGLU1 PE=1 SV=1	ARGLU1	40759.2	0.000322269	45	151	4	3	1	3	3	131L	1.24937e+08	1.24101e+08	1.24908e+08	1.11697e+08	1.01173e+08	1.02001e+08	8.27547e+07	1.37657e+08	1.01254e+08	9.01149e+07	1.38642	1.37714	1.3861	1.2395	1.12271	1.13189	0.918324	1.52757	1.12361	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1309	A0A075B7G2|A0A075B7G6	Zinc finger protein 208 OS=Homo sapiens GN=ZNF208 PE=4 SV=1|Zinc finger protein 100 OS=Homo sapiens GN=ZNF100 PE=4 SV=1	ZNF208|ZNF100	163541.0|163604.0	0.0	55	130	14	2	6	2	1	131L	2.11938e+07	2.4373e+07	1.88228e+07	1.85049e+07	1.80132e+07	1.73981e+07	1.19559e+07	1.98737e+07	1.58373e+07	1.31195e+07	1.61545	1.85777	1.43472	1.41049	1.37302	1.32613	0.91131	1.51483	1.20716	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1310	E7EX40|Q6WKZ4	Rab11 family-interacting protein 1 OS=Homo sapiens GN=RAB11FIP1 PE=1 SV=1|Rab11 family-interacting protein 1 OS=Homo sapiens GN=RAB11FIP1 PE=1 SV=3	RAB11FIP1	67517.0|159023.0	0.0	57	101	2	2	0	2	2	131L	4.03797e+07	4.79611e+07	3.54793e+07	3.87759e+07	3.43319e+07	3.31435e+07	2.39887e+07	3.9553e+07	2.85055e+07	2.80052e+07	1.44187	1.71258	1.26688	1.3846	1.22591	1.18348	0.856583	1.41235	1.01787	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1312	F5H039|Q9NQX3	Gephyrin OS=Homo sapiens GN=GPHN PE=1 SV=1|Gephyrin OS=Homo sapiens GN=GPHN PE=1 SV=1	GPHN	94187.0|88173.8	0.0	73	984	29	19	2	26	17	131L	6.80134e+08	7.90127e+08	5.49178e+08	6.74699e+08	5.62003e+08	5.61097e+08	4.34961e+08	5.41435e+08	5.90086e+08	5.20728e+08	1.30561	1.51176	1.05118	1.2845	1.07742	1.07461	0.834496	1.03799	1.1338	1.0	0.229576	0.384126	0.169876	0.34812	0.165374	0.186758	0.072901	0.119912	0.112534	0.0
1313	H0YNA5|H0YNG3|H0YNX5|P67812	Signal peptidase complex catalytic subunit SEC11A (Fragment) OS=Homo sapiens GN=SEC11A PE=1 SV=1|Signal peptidase complex catalytic subunit SEC11A OS=Homo sapiens GN=SEC11A PE=1 SV=1|Signal peptidase complex catalytic subunit SEC11A (Fragment) OS=Homo sapiens GN=SEC11A PE=1 SV=1|Signal peptidase complex catalytic subunit SEC11A OS=Homo sapiens GN=SEC11A PE=1 SV=1	SEC11A	17013.5|20815.4|13353.4|23132.9	0.0233753	23	23	1	1	0	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1314	O76061	Stanniocalcin-2 OS=Homo sapiens GN=STC2 PE=1 SV=1	STC2	37290.9	0.00147623	37	72	3	2	0	3	2	131L	650899.0	1.12902e+06	820746.0	631904.0	473141.0	1.4861e+06	896044.0	1.03417e+06	1.31939e+06	1.22508e+06	0.53131	0.921588	0.669951	0.515805	0.386211	1.21306	0.731415	0.844167	1.07698	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1315	H0YCN2|H0YER1|Q96T23	Remodeling and spacing factor 1 (Fragment) OS=Homo sapiens GN=RSF1 PE=1 SV=1|Remodeling and spacing factor 1 (Fragment) OS=Homo sapiens GN=RSF1 PE=1 SV=1|Remodeling and spacing factor 1 OS=Homo sapiens GN=RSF1 PE=1 SV=2	RSF1	117892.0|99504.8|202155.0	0.00450831	33	56	2	2	1	1	1	131L	3.18132e+07	3.10555e+07	2.91429e+07	2.67782e+07	2.9297e+07	2.98271e+07	2.0782e+07	3.21352e+07	2.91574e+07	2.81732e+07	1.1292	1.10231	1.03442	0.950484	1.03989	1.0587	0.737651	1.14063	1.03494	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1316	P06132	Uroporphyrinogen decarboxylase OS=Homo sapiens GN=UROD PE=1 SV=2	UROD	43852.9	0.0	129	955	72	13	13	57	12	131L	1.78351e+09	1.79305e+09	1.37357e+09	1.37125e+09	1.39412e+09	1.69663e+09	9.01484e+08	1.44797e+09	1.22565e+09	1.17156e+09	1.51718	1.53363	1.17482	1.17109	1.18822	1.44333	0.769486	1.23821	1.04505	1.0	0.245443	0.381538	0.168782	0.164892	0.149219	0.207674	0.0765199	0.173331	0.0999938	0.0
1317	Q96QC0	Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Homo sapiens GN=PPP1R10 PE=1 SV=1	PPP1R10	114234.0	0.00864631	28	55	2	2	1	1	1	131L	6.62569e+06	8.99787e+06	5.38964e+06	7.92016e+06	5.42157e+06	4.41972e+06	5.25778e+06	6.6939e+06	5.49108e+06	4.50632e+06	1.47031	1.99672	1.19602	1.75757	1.2031	0.980783	1.16676	1.48545	1.21853	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1318	O43809	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens GN=NUDT21 PE=1 SV=1	NUDT21	29476.0	0.0	99	420	23	7	2	20	6	131L	9.61027e+08	9.33776e+08	7.47427e+08	7.47673e+08	6.93339e+08	7.98898e+08	4.7412e+08	7.70967e+08	5.78479e+08	5.61524e+08	1.70843	1.65544	1.32514	1.32834	1.23363	1.41962	0.844904	1.37333	1.03359	1.0	0.271982	0.365546	0.250137	0.426433	0.109823	0.145879	0.100283	0.165489	0.139782	0.0
1319	P35219	Carbonic anhydrase-related protein OS=Homo sapiens GN=CA8 PE=1 SV=3	CA8	35758.4	0.0	97	265	3	3	0	3	3	131L	5.99788e+07	5.8008e+07	5.42117e+07	5.23563e+07	4.60335e+07	5.09335e+07	3.40624e+07	6.65118e+07	4.66186e+07	4.5465e+07	1.31923	1.27588	1.19238	1.15157	1.0125	1.12028	0.749201	1.46292	1.02537	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1320	O15305	Phosphomannomutase 2 OS=Homo sapiens GN=PMM2 PE=1 SV=1	PMM2	33218.8	0.0	85	389	18	8	1	13	6	131L	3.55253e+08	3.3497e+08	2.69639e+08	2.42057e+08	2.6909e+08	3.08488e+08	2.10937e+08	2.72268e+08	2.50164e+08	2.20757e+08	1.59677	1.50891	1.21712	1.09095	1.21165	1.39456	0.952378	1.22486	1.13065	1.0	0.605028	0.65125	0.397257	0.454106	0.234464	0.357485	0.213624	0.527597	0.195046	0.0
1321	Q9Y5S9	RNA-binding protein 8A OS=Homo sapiens GN=RBM8A PE=1 SV=1	RBM8A	22683.7	0.0	72	290	10	5	2	7	5	131L	3.16335e+08	3.19502e+08	2.61817e+08	2.53371e+08	2.47965e+08	2.72372e+08	1.71583e+08	2.98015e+08	2.11484e+08	2.00619e+08	1.57731	1.59651	1.3139	1.26756	1.23406	1.35721	0.856561	1.489	1.05257	1.0	0.439815	0.885273	0.524513	0.429511	0.208465	0.183109	0.129133	0.518322	0.190429	0.0
1322	H3BVA8	Lysine--tRNA ligase (Fragment) OS=Homo sapiens GN=KARS PE=1 SV=1	KARS	35145.6	0.0	66	163	7	1	5	1	1	131L	1.93447e+07	1.95654e+07	1.75559e+07	1.57409e+07	1.58107e+07	1.5964e+07	1.34498e+07	2.17651e+07	1.5294e+07	1.58468e+07	1.22073	1.23466	1.10785	0.993317	0.997724	1.00739	0.848742	1.37347	0.965115	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1323	Q9Y5S1	Transient receptor potential cation channel subfamily V member 2 OS=Homo sapiens GN=TRPV2 PE=1 SV=1	TRPV2	93942.5	0.00735294	29	57	3	2	0	3	2	131L	1.78596e+07	2.06577e+07	2.52943e+07	4.29218e+07	1.4459e+07	1.43567e+07	1.56026e+07	2.35029e+07	2.5322e+07	2.57307e+07	0.694098	0.80284	0.98304	1.66812	0.561937	0.557961	0.606379	0.913418	0.984116	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1324	Q9ULV4	Coronin-1C OS=Homo sapiens GN=CORO1C PE=1 SV=1	CORO1C	62149.2	0.0	81	563	23	11	8	15	11	131L	2.82997e+08	3.39314e+08	3.57241e+08	2.79692e+08	2.74424e+08	2.59369e+08	2.15314e+08	3.23512e+08	2.42092e+08	2.40259e+08	1.1786	1.41401	1.48429	1.16495	1.13798	1.07539	0.892151	1.34272	1.00297	1.0	0.204792	0.311601	0.266151	0.217246	0.248697	0.14381	0.218144	0.298431	0.145006	0.0
1325	F5H2X7|H0Y5D5|Q5SYW2|Q9ULV3	Cip1-interacting zinc finger protein OS=Homo sapiens GN=CIZ1 PE=1 SV=1|Cip1-interacting zinc finger protein (Fragment) OS=Homo sapiens GN=CIZ1 PE=1 SV=1|Cip1-interacting zinc finger protein OS=Homo sapiens GN=CIZ1 PE=1 SV=1|Cip1-interacting zinc finger protein OS=Homo sapiens GN=CIZ1 PE=1 SV=2	CIZ1	112918.0|101089.0|106510.0|110004.0	0.0	70	144	3	3	0	3	3	131L	5.92832e+07	5.81216e+07	4.3617e+07	4.79931e+07	4.45885e+07	3.77824e+07	2.87225e+07	4.27392e+07	3.49428e+07	3.15022e+07	1.88187	1.845	1.38457	1.52348	1.41541	1.19936	0.911763	1.3567	1.10922	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1327	P45984	Mitogen-activated protein kinase 9 OS=Homo sapiens GN=MAPK9 PE=1 SV=2	MAPK9	55094.9	0.000315756	43	116	6	2	5	1	1	131L	1.1101e+07	1.13341e+07	9.34539e+06	9.48885e+06	7.04282e+06	7.27232e+06	6.4338e+06	8.91693e+06	8.51988e+06	9.00968e+06	1.23212	1.25799	1.03726	1.05318	0.781695	0.807168	0.714099	0.989705	0.945636	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1328	P45985	Dual specificity mitogen-activated protein kinase kinase 4 OS=Homo sapiens GN=MAP2K4 PE=1 SV=1	MAP2K4	51361.3	0.0229737	24	24	1	1	1	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1329	H3BNM4|J3KNE2|Q8NBZ0	INO80 complex subunit E OS=Homo sapiens GN=INO80E PE=4 SV=1|INO80 complex subunit E OS=Homo sapiens GN=INO80E PE=4 SV=1|INO80 complex subunit E OS=Homo sapiens GN=INO80E PE=1 SV=1	INO80E	28794.6|25205.3|30700.6	0.000331235	47	47	1	1	0	1	1	131L	9.17984e+06	9.90599e+06	9.53459e+06	9.14435e+06	8.41548e+06	9.19459e+06	6.12648e+06	9.17373e+06	8.58355e+06	8.21642e+06	1.11726	1.20563	1.16043	1.11294	1.02423	1.11905	0.745638	1.11651	1.04468	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1330	M0QXB4|O14579	Coatomer protein complex, subunit epsilon, isoform CRA_g OS=Homo sapiens GN=COPE PE=1 SV=1|Coatomer subunit epsilon OS=Homo sapiens GN=COPE PE=1 SV=3	COPE	40279.9|37896.7	0.0	61	126	3	3	0	3	3	131L	7.13629e+07	7.73512e+07	6.04082e+07	5.78484e+07	5.51741e+07	5.245e+07	3.42473e+07	8.52196e+07	4.79823e+07	5.00943e+07	1.42457	1.54411	1.20589	1.15479	1.1014	1.04702	0.683657	1.70118	0.957838	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1331	Q9H8W4	Pleckstrin homology domain-containing family F member 2 OS=Homo sapiens GN=PLEKHF2 PE=1 SV=1	PLEKHF2	33276.5	0.00611281	31	31	1	1	0	1	1	131L	1.56918e+07	1.96599e+07	1.65994e+07	1.45827e+07	1.67833e+07	1.39872e+07	1.32674e+07	1.95458e+07	1.71773e+07	1.36274e+07	1.15148	1.44267	1.21809	1.0701	1.23158	1.0264	0.97358	1.4343	1.26049	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1332	Q10570	Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens GN=CPSF1 PE=1 SV=2	CPSF1	176245.0	0.00315457	34	120	4	4	2	2	2	131L	3.13513e+07	2.91083e+07	2.77329e+07	2.4728e+07	2.44996e+07	2.90024e+07	1.86196e+07	3.10463e+07	2.47295e+07	2.37229e+07	1.32156	1.22702	1.16904	1.04237	1.03274	1.22255	0.78488	1.30871	1.04243	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1333	F5GWA4|Q9H3F6	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 OS=Homo sapiens GN=KCTD10 PE=1 SV=1|BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 OS=Homo sapiens GN=KCTD10 PE=1 SV=1	KCTD10	37351.8|40850.6	0.0	93	403	11	6	5	6	5	131L	2.46641e+08	2.39386e+08	2.04926e+08	1.73077e+08	2.05848e+08	2.14956e+08	1.38502e+08	2.22368e+08	1.91878e+08	1.58312e+08	1.55156	1.50706	1.28963	1.09774	1.30066	1.35848	0.873799	1.40161	1.21146	1.0	0.320685	0.597623	0.312212	0.505379	0.0781476	0.129244	0.13294	0.217842	0.232274	0.0
1334	Q6EEV6	Small ubiquitin-related modifier 4 OS=Homo sapiens GN=SUMO4 PE=1 SV=2	SUMO4	12797.8	0.0	86	122	5	1	4	1	1	131L	3.07515e+07	3.76405e+07	2.94708e+07	2.51098e+07	2.82903e+07	2.72356e+07	1.90562e+07	3.34426e+07	2.36704e+07	2.17839e+07	1.41166	1.72791	1.35288	1.15268	1.29868	1.25026	0.874785	1.5352	1.0866	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1335	P17812	CTP synthase 1 OS=Homo sapiens GN=CTPS1 PE=1 SV=2	CTPS1	75582.1	0.0	127	1367	69	21	35	33	18	131L	7.29741e+08	8.39562e+08	6.1119e+08	5.57171e+08	5.48562e+08	5.80467e+08	3.75266e+08	6.79796e+08	5.31928e+08	4.59586e+08	1.58756	1.827	1.32909	1.20856	1.1934	1.26091	0.816645	1.48001	1.15019	1.0	0.405817	0.626679	0.333622	0.549376	0.14848	0.166424	0.0868717	0.349004	0.380694	0.0
1336	Q13177	Serine/threonine-protein kinase PAK 2 OS=Homo sapiens GN=PAK2 PE=1 SV=3	PAK2	69520.0	0.0	139	1364	73	22	17	52	18	131L	1.74726e+09	1.91232e+09	1.42849e+09	1.33975e+09	1.24344e+09	1.33081e+09	8.43422e+08	1.4852e+09	1.02875e+09	9.76513e+08	1.78769	1.94842	1.45824	1.37097	1.27329	1.36323	0.863894	1.51647	1.0531	1.0	0.24103	0.39741	0.318814	0.151363	0.129689	0.121085	0.0658855	0.220774	0.0817174	0.0
1337	Q9P287	BRCA2 and CDKN1A-interacting protein OS=Homo sapiens GN=BCCIP PE=1 SV=1	BCCIP	43173.7	0.0	56	163	4	4	1	3	3	131L	1.42951e+08	1.62845e+08	1.20066e+08	1.28346e+08	8.53235e+07	9.15339e+07	4.88408e+07	1.36764e+08	6.38139e+07	7.79894e+07	1.83295	2.08803	1.53951	1.64569	1.09404	1.17367	0.626248	1.75363	0.818238	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1338	Q8N567	Zinc finger CCHC domain-containing protein 9 OS=Homo sapiens GN=ZCCHC9 PE=2 SV=2	ZCCHC9	38703.9	0.000329164	46	107	3	3	0	3	3	131L	6.09304e+07	7.00063e+07	5.72458e+07	6.31488e+07	5.55329e+07	5.95585e+07	4.66291e+07	6.8942e+07	5.85703e+07	5.0459e+07	1.20752	1.38739	1.1345	1.25149	1.10055	1.18034	0.9241	1.3663	1.16075	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1339	B4E0Y9|Q8NBY1|Q9P289	RNA-binding protein 4B OS=Homo sapiens GN=RBM4B PE=2 SV=1|RNA-binding protein 4B OS=Homo sapiens GN=RBM4B PE=2 SV=1|Serine/threonine-protein kinase MST4 OS=Homo sapiens GN=MST4 PE=1 SV=2	RBM4B|MST4	58833.8|52776.5|55722.1	0.0	80	186	4	1	3	1	1	131L	2.67513e+07	2.6375e+07	3.61496e+07	2.50267e+07	2.27649e+07	2.32137e+07	1.85548e+07	3.58196e+07	2.58475e+07	2.74668e+07	0.973951	0.960249	1.31612	0.911163	0.828816	0.845155	0.675535	1.30411	0.941047	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1340	O94842	TOX high mobility group box family member 4 OS=Homo sapiens GN=TOX4 PE=1 SV=1	TOX4	72739.6	0.0	95	333	8	6	1	7	6	131L	7.02998e+07	7.79151e+07	7.67793e+07	6.4743e+07	5.55947e+07	5.02304e+07	4.58054e+07	5.70239e+07	6.23809e+07	5.95314e+07	1.18187	1.31207	1.28143	1.09149	0.933939	0.847435	0.769347	0.959245	1.05717	1.0	0.320582	0.297294	0.82183	0.274027	0.307811	0.377027	0.211246	0.282662	0.394869	0.0
1341	Q6N069	N-alpha-acetyltransferase 16, NatA auxiliary subunit OS=Homo sapiens GN=NAA16 PE=1 SV=2	NAA16	121673.0	0.0	59	266	16	1	16	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1343	F5H890|Q6N063	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2 (Fragment) OS=Homo sapiens GN=OGFOD2 PE=4 SV=1|2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2 OS=Homo sapiens GN=OGFOD2 PE=2 SV=2	OGFOD2	23956.3|41259.9	0.000324781	45	45	1	1	0	1	1	131L	1.84154e+07	2.01964e+07	1.78561e+07	1.43543e+07	1.32941e+07	1.29036e+07	8.62996e+06	1.6831e+07	1.21858e+07	1.11642e+07	1.64951	1.80903	1.59941	1.28574	1.19078	1.15581	0.773005	1.50759	1.09151	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1344	F8WDU9|P38435	Vitamin K-dependent gamma-carboxylase OS=Homo sapiens GN=GGCX PE=1 SV=1|Vitamin K-dependent gamma-carboxylase OS=Homo sapiens GN=GGCX PE=1 SV=2	GGCX	14928.1|94262.5	0.01913	25	25	1	1	0	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1345	B7Z4W5|Q16773	Cysteine conjugate-beta lyase cytoplasmic (Glutamine transaminase K, kyneurenine aminotransferase), isoform CRA_b OS=Homo sapiens GN=CCBL1 PE=2 SV=1|Kynurenine--oxoglutarate transaminase 1 OS=Homo sapiens GN=CCBL1 PE=1 SV=1	CCBL1	64217.9|53227.9	0.0	75	387	12	8	1	10	7	131L	2.2611e+08	2.26367e+08	1.89026e+08	1.67551e+08	1.85007e+08	2.09222e+08	1.30314e+08	2.01717e+08	1.54723e+08	1.44469e+08	1.56089	1.55308	1.31323	1.1713	1.27956	1.4421	0.897282	1.39085	1.0689	1.0	0.378569	0.617727	0.277011	0.422878	0.149852	0.224752	0.162953	0.294156	0.256881	0.0
