protein_group_no	protein_id	description	gene_name	mw	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1119	E9PIP3|Q9Y4H4	G-protein-signaling modulator 3 OS=Homo sapiens GN=GPSM3 PE=1 SV=1|G-protein-signaling modulator 3 OS=Homo sapiens GN=GPSM3 PE=1 SV=1	GPSM3	17741.9|17968.9	0.0206513	25	25	4	1	2	2	1	131L	1.03975e+07	1.0202e+07	8.64544e+06	9.40798e+06	8.36711e+06	9.226e+06	7.06013e+06	8.26988e+06	8.97984e+06	7.81399e+06	1.33063	1.30561	1.10641	1.20399	1.07079	1.1807	0.903525	1.05834	1.1492	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1120	P07814	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5	EPRS	205996.0	0.0	127	1028	22	19	0	18	16	131L	5.50042e+08	5.19902e+08	4.24013e+08	4.76635e+08	4.7717e+08	5.08408e+08	3.68318e+08	4.6293e+08	4.45306e+08	3.9151e+08	1.3976	1.32102	1.07848	1.21419	1.216	1.2984	0.938856	1.17568	1.13528	1.0	0.387254	0.352032	0.387042	0.29697	0.354354	0.288878	0.221715	0.331351	0.236365	0.0
1121	B1AKC3|O60260	E3 ubiquitin-protein ligase parkin OS=Homo sapiens GN=PARK2 PE=4 SV=1|E3 ubiquitin-protein ligase parkin OS=Homo sapiens GN=PARK2 PE=1 SV=2	PARK2	44572.2|57727.3	0.019154	26	26	1	1	0	1	1	131L	1.51513e+08	4.78475e+06	5.64271e+07	7.60997e+06	3.84765e+06	5.21407e+06	3.67458e+06	4.8613e+06	5.0328e+06	5.56755e+06	27.2136	0.8594	10.135	1.36684	0.691085	0.936511	0.659999	0.873149	0.903952	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1122	Q6P4I2	WD repeat-containing protein 73 OS=Homo sapiens GN=WDR73 PE=1 SV=1	WDR73	45208.3	0.0	59	191	5	4	1	4	4	131L	1.70602e+08	2.00203e+08	1.224e+08	1.93494e+08	1.43391e+08	1.79784e+08	1.36221e+08	1.48359e+08	2.07925e+08	1.86577e+08	0.914379	1.07303	0.656032	1.03707	0.768536	0.963593	0.730104	0.795161	1.12114	1.0	0.833151	0.547335	0.937071	0.591823	0.7984	0.635805	0.566883	0.848083	0.262084	0.0
1123	P62070	Ras-related protein R-Ras2 OS=Homo sapiens GN=RRAS2 PE=1 SV=1	RRAS2	26591.9	0.0	100	216	4	3	0	4	3	131L	1.79354e+08	1.68796e+08	1.26375e+08	1.56629e+08	1.6762e+08	1.75571e+08	1.37405e+08	1.48674e+08	1.49216e+08	1.60634e+08	1.11654	1.05082	0.786726	0.975068	1.0435	1.09299	0.855392	0.925548	0.92892	1.0	0.0805399	0.151089	0.140101	0.070541	0.111897	0.124035	0.0888336	0.0685256	0.172565	0.0
1124	Q9UQC2	GRB2-associated-binding protein 2 OS=Homo sapiens GN=GAB2 PE=1 SV=1	GAB2	82486.9	0.0224038	25	25	1	1	0	1	1	131L	1.44524e+07	1.4464e+07	1.1323e+07	1.31709e+07	1.05986e+07	1.30301e+07	1.13322e+07	1.52161e+07	1.27426e+07	1.17996e+07	1.22481	1.2258	0.959604	1.11621	0.898217	1.10428	0.960381	1.28954	1.07992	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1125	Q8TBN0	Guanine nucleotide exchange factor for Rab-3A OS=Homo sapiens GN=RAB3IL1 PE=1 SV=1	RAB3IL1	48221.4	0.0	59	150	7	2	6	1	1	131L	3.82976e+07	3.6146e+07	2.77498e+07	3.40812e+07	2.81515e+07	3.50856e+07	2.71213e+07	2.72447e+07	3.02681e+07	2.21643e+07	1.72789	1.63082	1.252	1.53766	1.27013	1.58297	1.22365	1.22921	1.36562	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1126	Q9UBE0	SUMO-activating enzyme subunit 1 OS=Homo sapiens GN=SAE1 PE=1 SV=1	SAE1	45298.3	0.0	82	444	13	8	1	11	6	131L	3.83318e+08	3.40031e+08	2.58265e+08	3.11049e+08	2.43432e+08	3.40686e+08	2.65598e+08	2.70706e+08	3.18607e+08	1.9864e+08	1.91379	1.7079	1.29557	1.56085	1.22372	1.71091	1.33068	1.36857	1.57608	1.0	0.840299	0.642922	0.517375	0.543465	0.384673	0.551636	0.540093	0.546907	1.27157	0.0
1127	Q9H1K6	Mesoderm development candidate 1 OS=Homo sapiens GN=MESDC1 PE=1 SV=1	MESDC1	41282.5	0.000340948	50	104	5	3	2	3	3	131L	8.62833e+07	6.14372e+07	6.47508e+07	7.29144e+07	6.44526e+07	6.5265e+07	6.75046e+07	6.97123e+07	6.89668e+07	5.69343e+07	1.51549	1.07909	1.13729	1.28068	1.13205	1.14632	1.18566	1.22443	1.21134	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1128	Q8WW59	SPRY domain-containing protein 4 OS=Homo sapiens GN=SPRYD4 PE=1 SV=2	SPRYD4	25519.7	0.0	136	501	14	8	1	12	8	131L	2.92777e+08	2.97339e+08	2.39678e+08	2.92434e+08	2.34774e+08	2.59397e+08	2.03332e+08	2.58353e+08	2.42538e+08	2.0602e+08	1.42804	1.43919	1.16241	1.42111	1.13929	1.2562	0.985616	1.25231	1.17793	1.0	0.348609	0.499222	0.306983	0.207104	0.318785	0.335121	0.277263	0.296507	0.312964	0.0
1129	Q19AV6	Zinc finger SWIM domain-containing protein 7 OS=Homo sapiens GN=ZSWIM7 PE=1 SV=1	ZSWIM7	17322.2	0.00803769	30	30	1	1	0	1	1	131L	2.14204e+06	2.27661e+06	1.81373e+06	2.07125e+06	2.00912e+06	1.64413e+06	1.47433e+06	1.7496e+06	1.81908e+06	2.00671e+06	1.06744	1.1345	0.903833	1.03216	1.0012	0.819315	0.734703	0.871877	0.906498	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1130	P21291	Cysteine and glycine-rich protein 1 OS=Homo sapiens GN=CSRP1 PE=1 SV=3	CSRP1	26679.8	0.0	111	582	26	11	4	22	10	131L	6.66126e+08	6.86031e+08	5.73961e+08	6.97737e+08	6.21329e+08	6.35545e+08	5.59436e+08	6.35479e+08	6.1401e+08	4.79886e+08	1.38691	1.42972	1.19595	1.45094	1.29435	1.32336	1.15771	1.32381	1.27861	1.0	0.17744	0.256305	0.16518	0.243449	0.156602	0.149863	0.315149	0.276251	0.13843	0.0
1131	Q68E01	Integrator complex subunit 3 OS=Homo sapiens GN=INTS3 PE=1 SV=1	INTS3	133512.0	0.0	68	68	1	1	0	1	1	131L	2.67536e+06	1.66066e+06	1.83174e+06	2.11405e+06	1.84852e+06	2.19029e+06	1.57239e+06	2.31717e+06	2.88382e+06	2.1428e+06	1.24854	0.774996	0.854836	0.986585	0.862666	1.02216	0.733804	1.08138	1.34582	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1132	E7EUN9|Q9NX74	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like OS=Homo sapiens GN=DUS2 PE=1 SV=1|tRNA-dihydrouridine(20) synthase [NAD(P)+]-like OS=Homo sapiens GN=DUS2 PE=1 SV=1	DUS2	58054.9|62230.1	0.0	53	53	1	1	0	1	1	131L	8.00233e+06	8.3283e+06	7.54557e+06	7.3095e+06	5.4007e+06	6.39511e+06	4.37479e+06	6.34291e+06	5.93527e+06	5.21052e+06	1.5358	1.59836	1.44814	1.40283	1.0365	1.22735	0.839606	1.21733	1.13909	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1133	A8MWD9|P62308	Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens GN=SNRPGP15 PE=5 SV=2|Small nuclear ribonucleoprotein G OS=Homo sapiens GN=SNRPG PE=1 SV=1	SNRPGP15|SNRPG	10199.6|9922.43	0.0	67	188	17	4	4	9	3	131L	2.19696e+08	2.16536e+08	1.6144e+08	1.81636e+08	2.01273e+08	2.22662e+08	1.64643e+08	2.00006e+08	2.35204e+08	1.80462e+08	1.22948	1.20806	0.901376	1.00466	1.12376	1.23558	0.919244	1.11015	1.30981	1.0	0.438358	0.294933	0.30453	0.241354	0.326748	0.287662	0.324624	0.368135	0.573805	0.0
1134	P62304	Small nuclear ribonucleoprotein E OS=Homo sapiens GN=SNRPE PE=1 SV=1	SNRPE	12228.6	0.0	123	314	26	4	4	13	3	131L	4.84327e+08	5.82902e+08	3.9465e+08	4.83844e+08	4.52378e+08	4.71924e+08	3.7507e+08	4.4467e+08	4.14014e+08	4.63063e+08	1.04791	1.25721	0.853471	1.04683	0.977195	1.021	0.810534	0.962325	0.895924	1.0	0.234304	0.0943458	0.268586	0.118493	0.0487449	0.132467	0.0516629	0.233935	0.159903	0.0
1135	P62306	Small nuclear ribonucleoprotein F OS=Homo sapiens GN=SNRPF PE=1 SV=1	SNRPF	10921.6	0.0	88	222	17	3	9	8	3	131L	7.59102e+07	7.82048e+07	4.89804e+07	7.02375e+07	6.04205e+07	9.59388e+07	5.674e+07	5.67808e+07	7.61718e+07	7.62314e+07	0.999199	1.03124	0.644768	0.922711	0.796285	1.25624	0.746922	0.747527	1.0034	1.0	0.292239	0.455783	0.400492	0.209406	0.497982	0.922231	0.376525	0.386502	0.182989	0.0
1136	Q15599	Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Homo sapiens GN=SLC9A3R2 PE=1 SV=2	SLC9A3R2	41056.5	0.0	107	436	10	7	2	8	7	131L	1.66606e+08	1.59141e+08	1.38759e+08	1.54732e+08	1.55777e+08	1.78063e+08	1.21368e+08	1.49503e+08	1.47984e+08	1.35682e+08	1.22959	1.1658	1.02242	1.13876	1.14815	1.31382	0.89598	1.10409	1.0868	1.0	0.132968	0.231994	0.325408	0.140882	0.282607	0.184644	0.128835	0.289438	0.193731	0.0
1137	C9J4G2|C9JZQ7|Q8TCD6	Pyridoxal phosphate phosphatase PHOSPHO2 (Fragment) OS=Homo sapiens GN=PHOSPHO2 PE=4 SV=2|Pyridoxal phosphate phosphatase PHOSPHO2 (Fragment) OS=Homo sapiens GN=PHOSPHO2 PE=4 SV=2|Pyridoxal phosphate phosphatase PHOSPHO2 OS=Homo sapiens GN=PHOSPHO2 PE=1 SV=1	PHOSPHO2	18317.7|7831.22|32447.2	0.00669269	31	31	1	1	0	1	1	131L	4.06511e+06	4.18635e+06	3.67302e+06	3.65455e+06	3.42704e+06	4.26779e+06	3.24542e+06	3.69046e+06	3.73152e+06	3.06766e+06	1.32515	1.36467	1.19734	1.19132	1.11715	1.39122	1.05795	1.20302	1.21641	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1138	Q96DZ1	Endoplasmic reticulum lectin 1 OS=Homo sapiens GN=ERLEC1 PE=1 SV=1	ERLEC1	63699.3	0.00644619	31	31	1	1	0	1	1	131L	2.29132e+07	1.99209e+07	1.40365e+07	1.67604e+07	1.57987e+07	1.82094e+07	1.4243e+07	1.84534e+07	1.96087e+07	1.48367e+07	1.54436	1.34268	0.946065	1.12966	1.06484	1.22732	0.959983	1.24377	1.32163	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1139	C9JP00|Q9NR56	Muscleblind-like protein 1 OS=Homo sapiens GN=MBNL1 PE=1 SV=1|Muscleblind-like protein 1 OS=Homo sapiens GN=MBNL1 PE=1 SV=2	MBNL1	42568.0|46656.2	0.0	115	492	21	9	3	16	9	131L	3.339e+08	3.64014e+08	3.05985e+08	3.20944e+08	3.03772e+08	3.32729e+08	2.69839e+08	3.14902e+08	3.19611e+08	2.74992e+08	1.21071	1.31528	1.10807	1.16327	1.10446	1.21023	0.982284	1.14424	1.16403	1.0	0.243752	0.312918	0.308747	0.163347	0.204069	0.210924	0.180222	0.197201	0.180733	0.0
1140	Q9NR50	Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens GN=EIF2B3 PE=1 SV=1	EIF2B3	58969.9	0.0	72	222	5	5	1	4	4	131L	1.39145e+08	1.36619e+08	1.03094e+08	1.16357e+08	1.22825e+08	1.25614e+08	1.01024e+08	1.34273e+08	7.54115e+07	8.19718e+07	1.69748	1.66666	1.25768	1.41947	1.49839	1.5324	1.23242	1.63804	0.919969	1.0	0.633475	0.637886	0.455012	0.445253	0.439257	0.480149	0.234403	0.773633	0.195269	0.0
1141	Q15459	Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=1 SV=1	SF3A1	102408.0	0.0	79	304	7	6	2	5	5	131L	8.23542e+07	6.21961e+07	6.20092e+07	7.06899e+07	6.24379e+07	6.11307e+07	6.76041e+07	7.0619e+07	7.63177e+07	5.61292e+07	1.46723	1.10809	1.10517	1.2602	1.1124	1.08911	1.20444	1.25815	1.3564	1.0	0.0670129	0.323507	0.218378	0.0754212	0.267923	0.180392	0.180769	0.138688	0.375237	0.0
1142	P49711	Transcriptional repressor CTCF OS=Homo sapiens GN=CTCF PE=1 SV=1	CTCF	99167.6	0.0	54	173	8	4	5	3	3	131L	3.69739e+07	3.75893e+07	2.04821e+07	2.93312e+07	3.71381e+07	3.29439e+07	3.35248e+07	4.32983e+07	3.33362e+07	4.57091e+07	0.808896	0.822361	0.448097	0.641694	0.812489	0.72073	0.733438	0.947257	0.729313	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1143	Q96D15	Reticulocalbin-3 OS=Homo sapiens GN=RCN3 PE=1 SV=1	RCN3	39303.3	0.0	68	141	3	3	1	2	2	131L	2.93962e+07	2.98903e+07	2.32874e+07	2.35361e+07	2.6381e+07	2.30654e+07	1.80471e+07	2.28321e+07	2.11717e+07	1.7931e+07	1.6394	1.66696	1.29872	1.31259	1.47125	1.28634	1.00647	1.27333	1.18073	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1144	P13645	Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6	KRT10	64290.5	0.0	115	974	45	12	17	25	11	131L	4.87362e+08	2.78419e+08	2.8157e+08	4.87373e+08	2.23739e+08	4.5722e+08	2.07176e+08	9.31049e+08	6.95044e+08	9.10085e+08	0.535899	0.311903	0.317481	0.542175	0.251955	0.50557	0.232731	1.04253	0.762108	1.0	0.0728647	0.221712	0.252262	0.191214	0.210455	0.106973	0.150638	0.659255	0.148781	0.0
1145	G3V1L9|G5E9E7|Q07157	Tight junction protein 1 (Zona occludens 1), isoform CRA_a OS=Homo sapiens GN=TJP1 PE=1 SV=1|Tight junction protein 1 (Zona occludens 1), isoform CRA_e OS=Homo sapiens GN=TJP1 PE=1 SV=1|Tight junction protein ZO-1 OS=Homo sapiens GN=TJP1 PE=1 SV=3	TJP1	222201.0|214021.0|219973.0	0.0	66	233	8	6	2	6	5	131L	6.95809e+07	6.35232e+07	5.55909e+07	6.79833e+07	6.50322e+07	8.30315e+07	5.39041e+07	7.13197e+07	6.82715e+07	6.04728e+07	1.15268	1.05044	0.919272	1.1242	1.07123	1.37005	0.886723	1.17616	1.12726	1.0	0.479839	0.175668	0.29104	0.235688	0.272755	0.325426	0.340924	0.425114	0.286922	0.0
1146	F5GZZ0|F5H5X2|Q6NS38|S4R3T5	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2 (Fragment) OS=Homo sapiens GN=ALKBH2 PE=1 SV=1|Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2 (Fragment) OS=Homo sapiens GN=ALKBH2 PE=1 SV=1|Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2 OS=Homo sapiens GN=ALKBH2 PE=1 SV=1|Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2 (Fragment) OS=Homo sapiens GN=ALKBH2 PE=1 SV=1	ALKBH2	15255.1|18690.9|33371.1|18545.8	0.0	66	66	2	1	0	2	1	131L	9.72398e+07	8.72674e+07	7.14369e+07	8.72601e+07	8.36572e+07	9.81141e+07	7.17591e+07	8.66083e+07	9.82655e+07	8.26009e+07	1.17723	1.0565	0.864845	1.05641	1.01279	1.18781	0.868745	1.04852	1.18964	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1147	A8MU27|A8MUA9|P55854	Small ubiquitin-related modifier 3 OS=Homo sapiens GN=SUMO3 PE=1 SV=1|SMT3 suppressor of mif two 3 homolog 3 (Yeast), isoform CRA_d OS=Homo sapiens GN=SUMO3 PE=1 SV=1|Small ubiquitin-related modifier 3 OS=Homo sapiens GN=SUMO3 PE=1 SV=2	SUMO3	19637.5|17483.2|13520.0	0.0	64	155	12	1	10	2	1	131L	8.09565e+07	9.47546e+07	8.44462e+07	9.02098e+07	9.08505e+07	9.05908e+07	7.5983e+07	9.00482e+07	9.28474e+07	7.5761e+07	1.06858	1.2507	1.11464	1.19072	1.19917	1.19575	1.00293	1.18858	1.22553	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1148	D6RJA6|Q7L014	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46, isoform CRA_b OS=Homo sapiens GN=DDX46 PE=1 SV=1|Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens GN=DDX46 PE=1 SV=2	DDX46	67736.3|141865.0	0.0	53	163	7	3	5	2	2	131L	4.13175e+07	2.93986e+07	2.50929e+07	3.2397e+07	3.40651e+07	4.85759e+07	2.80359e+07	2.53514e+07	3.56662e+07	3.89178e+07	1.06166	0.755403	0.644767	0.832447	0.875309	1.24817	0.720389	0.651409	0.916448	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1149	Q86U70	LIM domain-binding protein 1 OS=Homo sapiens GN=LDB1 PE=1 SV=2	LDB1	51942.1	0.0	117	630	29	10	10	15	7	131L	3.40228e+08	3.53245e+08	2.66151e+08	3.31542e+08	3.00471e+08	3.34393e+08	2.59942e+08	3.2046e+08	3.54132e+08	2.87115e+08	1.1895	1.23402	0.934349	1.15525	1.05234	1.16922	0.907142	1.11695	1.23172	1.0	0.231969	0.164164	0.314275	0.176541	0.276595	0.295421	0.223541	0.29216	0.63744	0.0
1150	Q9Y303	Putative N-acetylglucosamine-6-phosphate deacetylase OS=Homo sapiens GN=AMDHD2 PE=1 SV=2	AMDHD2	45953.0	0.0	83	257	7	5	1	6	5	131L	1.33685e+08	1.27584e+08	1.10086e+08	1.06896e+08	9.57822e+07	1.04644e+08	8.38112e+07	1.05074e+08	1.00383e+08	9.12774e+07	1.4646	1.39976	1.20633	1.17111	1.04684	1.14542	0.916492	1.14984	1.10248	1.0	0.734535	0.550003	0.270246	0.485641	0.303033	0.381021	0.317233	0.264385	0.270031	0.0
1151	H7C5Q2|Q9Y305	Acyl-coenzyme A thioesterase 9, mitochondrial (Fragment) OS=Homo sapiens GN=ACOT9 PE=1 SV=1|Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens GN=ACOT9 PE=1 SV=2	ACOT9	34152.1|56914.4	0.0	59	59	1	1	0	1	1	131L	9.23222e+07	7.2804e+07	6.62009e+07	8.9746e+07	5.63022e+07	8.40987e+07	6.7824e+07	5.85796e+07	6.52901e+07	3.98544e+07	2.31649	1.82675	1.66107	2.25185	1.4127	2.11015	1.7018	1.46984	1.63821	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1152	B1AKD8|Q5TZA2	Rootletin (Fragment) OS=Homo sapiens GN=CROCC PE=4 SV=2|Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1	CROCC	161862.0|247578.0	0.00123343	40	91	4	2	3	1	1	131L	4.39231e+07	3.93188e+07	3.76726e+07	4.31103e+07	3.95156e+07	4.43407e+07	3.27151e+07	3.87304e+07	3.58844e+07	3.15121e+07	1.39385	1.24774	1.1955	1.36805	1.25398	1.4071	1.03817	1.22906	1.13875	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1153	Q8N4P3	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 OS=Homo sapiens GN=HDDC3 PE=1 SV=3	HDDC3	22894.5	0.0	102	311	9	5	1	8	5	131L	2.15006e+08	2.10756e+08	1.82589e+08	2.05107e+08	1.78457e+08	2.27987e+08	1.73696e+08	1.91968e+08	2.01717e+08	1.74107e+08	1.23666	1.208	1.05304	1.17805	1.03248	1.3123	1.00024	1.10238	1.15924	1.0	0.193245	0.129522	0.281292	0.25136	0.373527	0.212807	0.212699	0.202607	0.123197	0.0
1154	G3V1B4|Q9UGK8	Secretion regulating guanine nucleotide exchange factor, isoform CRA_a OS=Homo sapiens GN=SERGEF PE=4 SV=1|Secretion-regulating guanine nucleotide exchange factor OS=Homo sapiens GN=SERGEF PE=1 SV=2	SERGEF	42474.7|54616.5	0.0	70	115	3	2	1	2	2	131L	5.50557e+07	5.41685e+07	4.0825e+07	5.7509e+07	5.17086e+07	6.12816e+07	4.77895e+07	5.59745e+07	5.91668e+07	4.66048e+07	1.18133	1.16229	0.875982	1.23397	1.10951	1.31492	1.02542	1.20105	1.26954	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1155	Q01415	N-acetylgalactosamine kinase OS=Homo sapiens GN=GALK2 PE=1 SV=1	GALK2	57445.4	0.0	115	652	30	12	4	26	11	131L	7.49791e+08	7.54588e+08	6.50882e+08	7.73217e+08	7.06162e+08	7.97686e+08	5.9859e+08	7.04385e+08	7.01672e+08	6.42093e+08	1.17182	1.17712	1.01967	1.20324	1.10176	1.24173	0.932653	1.09852	1.0974	1.0	0.267615	0.255666	0.257172	0.12048	0.138269	0.102156	0.178434	0.19216	0.20776	0.0
1156	M0R1L7|O43633	Charged multivesicular body protein 2a (Fragment) OS=Homo sapiens GN=CHMP2A PE=1 SV=1|Charged multivesicular body protein 2a OS=Homo sapiens GN=CHMP2A PE=1 SV=1	CHMP2A	22393.2|29441.9	0.0	63	292	27	8	6	20	7	131L	6.01059e+08	6.78583e+08	4.73814e+08	5.98634e+08	5.0542e+08	5.8376e+08	4.86137e+08	5.36759e+08	5.71168e+08	4.93651e+08	1.22136	1.37238	0.966604	1.21479	1.02846	1.18341	0.984905	1.09113	1.15621	1.0	0.284982	0.169618	0.424742	0.131002	0.284874	0.186505	0.255945	0.362788	0.220368	0.0
1157	A6NF51	3'(2'),5'-bisphosphate nucleotidase 1 OS=Homo sapiens GN=BPNT1 PE=1 SV=2	BPNT1	36612.7	0.0	92	868	45	1	42	1	1	131L	823431.0	1.46736e+06	732862.0	1.40549e+06	1.1106e+06	1.53728e+06	441030.0	1.12034e+06	635141.0	1.35731e+06	0.606665	1.08108	0.539938	1.0355	0.81824	1.13259	0.32493	0.825411	0.467942	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1158	O75061	Putative tyrosine-protein phosphatase auxilin OS=Homo sapiens GN=DNAJC6 PE=1 SV=3	DNAJC6	113737.0	0.0	65	127	3	3	1	2	2	131L	6.78525e+07	4.92651e+07	4.74733e+07	5.83276e+07	4.43471e+07	5.7863e+07	4.92206e+07	5.14247e+07	5.44346e+07	4.02065e+07	1.6876	1.2253	1.18074	1.4507	1.10298	1.43915	1.2242	1.27902	1.35388	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1159	E9PAK5|O75064	DENN domain-containing protein 4B (Fragment) OS=Homo sapiens GN=DENND4B PE=4 SV=1|DENN domain-containing protein 4B OS=Homo sapiens GN=DENND4B PE=1 SV=4	DENND4B	140886.0|174447.0	0.000645161	45	45	1	1	0	1	1	131L	6.39835e+06	3.85635e+06	5.37068e+06	5.1645e+06	4.75937e+06	4.1957e+06	4.73748e+06	4.46259e+06	5.21267e+06	4.41543e+06	1.44909	0.87338	1.21634	1.16965	1.07789	0.950235	1.07294	1.01068	1.18056	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1160	P26038	Moesin OS=Homo sapiens GN=MSN PE=1 SV=3	MSN	82099.9	0.0	92	880	44	13	26	17	12	131L	6.24417e+08	5.71008e+08	3.28417e+08	4.04048e+08	3.74982e+08	5.36212e+08	3.76406e+08	4.25212e+08	3.79754e+08	4.48818e+08	1.39272	1.2707	0.733921	0.900417	0.837407	1.19548	0.840282	0.949842	0.848209	1.0	0.263573	0.142628	0.193082	0.126161	0.165475	0.191696	0.186005	0.164867	0.137771	0.0
1161	Q9NWZ5	Uridine-cytidine kinase-like 1 OS=Homo sapiens GN=UCKL1 PE=1 SV=2	UCKL1	68147.4	0.000343879	50	257	7	7	0	7	7	131L	2.05517e+08	2.24765e+08	1.90368e+08	2.08012e+08	1.76555e+08	2.13086e+08	1.60837e+08	1.99039e+08	1.85788e+08	2.03165e+08	1.01483	1.10618	0.940298	1.02531	0.873097	1.05132	0.789858	0.981868	0.917184	1.0	0.179024	0.163768	0.40897	0.145833	0.203714	0.320435	0.224217	0.240708	0.214483	0.0
1162	E9PDE8|O95757	Heat shock 70 kDa protein 4L OS=Homo sapiens GN=HSPA4L PE=1 SV=1|Heat shock 70 kDa protein 4L OS=Homo sapiens GN=HSPA4L PE=1 SV=3	HSPA4L	110912.0|113354.0	0.0	91	381	10	5	8	2	2	131L	3.10738e+07	2.27856e+07	2.04281e+07	2.66218e+07	2.29404e+07	3.54081e+07	2.53525e+07	2.94705e+07	3.1333e+07	2.85978e+07	1.08658	0.796761	0.714326	0.930907	0.802176	1.23814	0.886521	1.03052	1.09564	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1163	E9PQY2|Q9NQP4	Prefoldin subunit 4 OS=Homo sapiens GN=PFDN4 PE=1 SV=1|Prefoldin subunit 4 OS=Homo sapiens GN=PFDN4 PE=1 SV=1	PFDN4	18452.7|18168.6	0.000633714	43	158	8	5	5	3	3	131L	4.33564e+07	4.05274e+07	2.79963e+07	4.11577e+07	3.67601e+07	5.53189e+07	3.37671e+07	3.251e+07	4.57732e+07	6.42247e+07	0.675074	0.631026	0.435912	0.640839	0.572367	0.861333	0.525765	0.506192	0.712704	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1164	P27815	cAMP-specific 3',5'-cyclic phosphodiesterase 4A OS=Homo sapiens GN=PDE4A PE=1 SV=3	PDE4A	104896.0	0.00123343	40	63	4	2	3	1	1	131L	1.42863e+07	1.05629e+07	1.03216e+07	1.15222e+07	8.24827e+06	8.85025e+06	8.43912e+06	9.75184e+06	1.01246e+07	8.76672e+06	1.62961	1.20488	1.17736	1.31431	0.940861	1.00953	0.962631	1.11237	1.15489	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1165	E7EQ12	Calpastatin OS=Homo sapiens GN=CAST PE=1 SV=1	CAST	59510.1	0.0	119	899	41	1	39	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
