protein_group_no	protein_id	description	gene_name	mw	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
964	C9J1C5|H0YMV8|P42677|Q71UM5	40S ribosomal protein S27 OS=Homo sapiens GN=RPS27L PE=3 SV=1|40S ribosomal protein S27 OS=Homo sapiens GN=RPS27L PE=1 SV=1|40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3|40S ribosomal protein S27-like OS=Homo sapiens GN=RPS27L PE=1 SV=3	RPS27L|RPS27	6901.55|14371.9|12088.6|12104.6	0.0211375	24	24	1	1	0	1	1	131L	574988.0	1.80403e+06	1.85271e+06	5.68124e+06	4.02169e+06	7.16982e+06	8.56236e+06	1.46414e+07	1.24824e+07	1.19837e+07	0.0479806	0.15054	0.154602	0.474079	0.335596	0.598295	0.714498	1.22177	1.04161	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
965	Q05519|Q5T760	Serine/arginine-rich splicing factor 11 OS=Homo sapiens GN=SRSF11 PE=1 SV=1|Serine/arginine-rich-splicing factor 11 (Fragment) OS=Homo sapiens GN=SRSF11 PE=1 SV=1	SRSF11	65540.7|49738.1	0.0	92	141	5	2	1	4	2	131L	0.0	317079.0	578280.0	1.44759e+06	2.37552e+06	6.80473e+06	1.49663e+07	2.28869e+07	2.25118e+07	2.51456e+07	0.0	0.0126097	0.0229972	0.0575683	0.0944705	0.270613	0.595183	0.910175	0.895256	1.0	0.0	0.041879	0.12947	0.25666	0.212706	0.278063	0.229733	0.265356	0.296353	0.0
966	Q9UQN3	Charged multivesicular body protein 2b OS=Homo sapiens GN=CHMP2B PE=1 SV=1	CHMP2B	30135.6	0.0	45	162	8	5	3	5	4	131L	3.09997e+06	4.01898e+06	4.23905e+06	7.11597e+06	1.20318e+07	1.5648e+07	1.86353e+07	2.05218e+07	2.14897e+07	2.22946e+07	0.135062	0.177287	0.184948	0.312352	0.536718	0.701871	0.835864	0.92048	0.963539	1.0	0.272751	0.386141	0.468715	0.736862	1.23729	0.128738	0.207375	0.209624	0.144833	0.0
967	E9PL57	Protein NEDD8-MDP1 (Fragment) OS=Homo sapiens GN=NEDD8-MDP1 PE=4 SV=1	NA	22102.1	0.0	55	186	8	5	2	6	5	131L	4.10031e+06	9.70822e+06	1.32967e+07	2.07478e+07	3.0275e+07	3.04695e+07	3.71116e+07	4.83439e+07	5.77002e+07	4.59629e+07	0.0903761	0.207654	0.289293	0.448205	0.657481	0.656172	0.807424	1.0518	1.2448	1.0	0.0944924	0.282844	0.316607	0.190685	0.360626	0.348758	0.103376	0.535755	0.588562	0.0
968	B8ZZG1|Q9NZW5	MAGUK p55 subfamily member 6 OS=Homo sapiens GN=MPP6 PE=1 SV=1|MAGUK p55 subfamily member 6 OS=Homo sapiens GN=MPP6 PE=1 SV=2	MPP6	56747.1|70530.4	0.0	63	131	3	3	0	3	3	131L	0.0	377882.0	609616.0	1.11161e+06	4.06986e+06	2.06997e+07	3.28732e+07	5.1294e+07	5.76972e+07	5.98958e+07	0.0	0.00630898	0.0101779	0.018559	0.067949	0.345595	0.548839	0.856388	0.963293	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
969	P37108	Signal recognition particle 14 kDa protein OS=Homo sapiens GN=SRP14 PE=1 SV=2	SRP14	19258.1	0.0	65	243	17	6	6	11	6	131L	1.94924e+07	3.15343e+07	2.97671e+07	3.37239e+07	5.35911e+07	8.78467e+07	1.30926e+08	1.39994e+08	1.38955e+08	1.44775e+08	0.132671	0.215819	0.206807	0.233089	0.370516	0.607249	0.900003	0.961383	0.959158	1.0	0.0728671	0.091546	0.0607666	0.0567803	0.0604874	0.0622888	0.185336	0.200165	0.148821	0.0
970	Q5GLZ8	Probable E3 ubiquitin-protein ligase HERC4 OS=Homo sapiens GN=HERC4 PE=1 SV=1	HERC4	135038.0	0.0	96	498	14	9	1	13	9	131L	2.33444e+06	6.96835e+06	6.17356e+06	9.5243e+06	2.64903e+07	9.6009e+07	1.69762e+08	1.57706e+08	1.63414e+08	1.76395e+08	0.0124088	0.0369231	0.0326339	0.0513789	0.150254	0.54316	0.960684	0.896946	0.928606	1.0	0.0466002	0.0681163	0.105469	0.108366	0.0946389	0.163398	0.154373	0.174007	0.121765	0.0
971	Q96I25	Splicing factor 45 OS=Homo sapiens GN=RBM17 PE=1 SV=1	RBM17	53411.9	0.0	72	208	12	5	4	8	4	131L	6.25514e+06	6.22853e+06	6.05563e+06	9.82026e+06	1.80933e+07	3.2011e+07	6.28034e+07	1.32171e+08	1.47247e+08	1.6832e+08	0.0371623	0.0368079	0.0368083	0.0586342	0.107405	0.192441	0.374124	0.782978	0.876141	1.0	0.077234	0.0293838	0.0457015	0.0908693	0.0930005	0.0971873	0.0399832	0.125343	0.12122	0.0
972	Q96I24	Far upstream element-binding protein 3 OS=Homo sapiens GN=FUBP3 PE=1 SV=2	FUBP3	67444.3	0.0	55	204	7	6	2	5	4	131L	912007.0	1.38709e+06	3.23899e+06	3.46101e+06	6.81305e+06	1.15738e+07	2.00852e+07	2.65707e+07	2.94329e+07	3.16367e+07	0.0288275	0.0438442	0.101369	0.109399	0.215352	0.365835	0.632373	0.83987	0.93034	1.0	0.0573609	0.0408961	0.105239	0.0614071	0.118216	0.134559	0.0942523	0.284174	0.346651	0.0
973	Q7Z4H8	KDEL motif-containing protein 2 OS=Homo sapiens GN=KDELC2 PE=1 SV=2	KDELC2	67184.2	0.0	47	92	4	2	0	4	2	131L	722416.0	1.9405e+06	2.51562e+06	3.11953e+06	9.6916e+06	2.89385e+07	4.41502e+07	3.89159e+07	4.45392e+07	3.93126e+07	0.0183762	0.0493607	0.06399	0.079352	0.246526	0.736113	1.12305	0.989908	1.13295	1.0	0.0405396	0.04398	0.0944157	0.124136	0.104999	0.197278	0.309638	0.187089	0.514165	0.0
974	Q5T171|Q9BRQ0	Pygopus homolog 2 OS=Homo sapiens GN=PYGO2 PE=1 SV=1|Pygopus homolog 2 OS=Homo sapiens GN=PYGO2 PE=1 SV=2	PYGO2	40439.9|44596.2	0.00840538	32	32	1	1	0	1	1	131L	0.0	0.0	0.0	217433.0	1.14235e+06	1.29089e+06	2.09997e+06	1.77134e+06	2.57712e+06	2.29283e+06	0.0	0.0	0.0	0.0948315	0.498224	0.563012	0.915885	0.772554	1.12399	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
975	P52597	Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3	HNRNPF	49651.6	0.0	47	252	14	6	6	8	6	131L	161474.0	794892.0	1.12241e+06	2.86352e+06	2.68855e+06	4.81008e+06	1.67438e+07	4.50926e+07	4.76166e+07	4.26053e+07	0.00356532	0.0183688	0.0260572	0.0630056	0.0629055	0.112899	0.395551	1.05311	1.12247	1.0	0.0195574	0.0548283	0.0634189	0.255123	0.0673125	0.106119	0.182149	0.815594	0.660085	0.0
976	B8ZZY2|P52594	Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens GN=AGFG1 PE=1 SV=1|Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens GN=AGFG1 PE=1 SV=2	AGFG1	62392.5|64467.5	0.000283527	43	95	6	2	3	3	2	131L	162753.0	168248.0	649504.0	1.07612e+06	4.78682e+06	7.39533e+06	8.7094e+06	8.57786e+06	9.83673e+06	9.96759e+06	0.0163283	0.0168796	0.0651615	0.107962	0.480239	0.741937	0.873772	0.860576	0.986871	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
977	P43378	Tyrosine-protein phosphatase non-receptor type 9 OS=Homo sapiens GN=PTPN9 PE=1 SV=1	PTPN9	76109.4	0.00285418	37	70	3	1	2	1	1	131L	0.0	153865.0	474737.0	1.0652e+06	810079.0	2.44052e+06	3.20917e+06	6.6192e+06	6.66681e+06	8.37351e+06	0.0	0.0183752	0.0566951	0.127211	0.0967431	0.291457	0.383252	0.790493	0.796179	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
978	Q96GG9	DCN1-like protein 1 OS=Homo sapiens GN=DCUN1D1 PE=1 SV=1	DCUN1D1	36062.2	0.0	120	282	9	4	0	9	4	131L	243246.0	1.77558e+06	3.06303e+06	5.10252e+06	1.3256e+07	4.081e+07	4.93373e+07	4.73468e+07	4.84924e+07	5.24504e+07	0.00449474	0.03275	0.0559697	0.0949462	0.251361	0.775752	0.942532	0.898	0.925184	1.0	0.0111065	0.0591077	0.11954	0.170494	0.170488	0.228295	0.179767	0.247259	0.185734	0.0
979	Q92797	Symplekin OS=Homo sapiens GN=SYMPK PE=1 SV=2	SYMPK	161164.0	0.0	49	315	15	8	3	11	8	131L	3.45756e+06	5.04988e+06	8.55495e+06	9.24869e+06	1.20424e+07	1.82457e+07	3.03331e+07	8.04124e+07	1.18941e+08	1.40656e+08	0.02453	0.0351062	0.0605202	0.0657537	0.0852305	0.1291	0.218033	0.569775	0.845248	1.0	0.0587559	0.0810631	0.111601	0.131979	0.1646	0.254623	0.31873	0.0844461	0.066125	0.0
980	Q92793	CREB-binding protein OS=Homo sapiens GN=CREBBP PE=1 SV=3	CREBBP	294616.0	0.0	52	165	6	2	4	2	2	131L	0.0	0.0	195504.0	112285.0	583705.0	1.6684e+06	2.00697e+06	2.60577e+06	2.77623e+06	2.48221e+06	0.0	0.0	0.0787621	0.0452358	0.235155	0.672142	0.808541	1.04978	1.11845	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
981	P04792	Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2	HSPB1	24429.7	0.0	99	508	22	9	1	21	9	131L	8.37908e+06	1.4008e+07	2.03051e+07	1.86954e+07	3.76114e+07	5.15647e+07	7.76513e+07	1.91403e+08	3.55837e+08	4.94872e+08	0.0170665	0.0287932	0.0416323	0.0386636	0.0759353	0.103919	0.157762	0.385757	0.718326	1.0	0.0199089	0.0323954	0.0485884	0.0366741	0.0597738	0.0808529	0.0693476	0.0968845	0.105829	0.0
982	P11166	Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens GN=SLC2A1 PE=1 SV=2	SLC2A1	58057.3	0.0	44	77	3	2	1	2	2	131L	284584.0	1.06042e+06	949045.0	2.35362e+06	2.49155e+06	8.2758e+06	5.11871e+06	7.39618e+06	7.45754e+06	6.69862e+06	0.0424839	0.158304	0.141678	0.351359	0.37195	1.23545	0.764145	1.10414	1.1133	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
983	Q8NHP8	Putative phospholipase B-like 2 OS=Homo sapiens GN=PLBD2 PE=1 SV=2	PLBD2	70698.6	0.0	58	222	7	5	2	5	5	131L	2.89703e+06	1.06691e+07	1.87289e+07	2.15927e+07	2.89401e+07	3.88727e+07	3.77443e+07	3.39727e+07	3.64957e+07	3.60339e+07	0.0771507	0.297801	0.519758	0.600884	0.803135	1.08028	1.04747	0.942797	1.01518	1.0	0.146244	0.359985	0.407074	0.301973	0.233017	0.323599	0.373668	0.377663	0.342701	0.0
984	Q96DM3	Uncharacterized protein C18orf8 OS=Homo sapiens GN=C18orf8 PE=2 SV=2	C18orf8	85063.6	0.0	67	348	11	8	1	10	8	131L	2.02247e+06	2.97351e+06	5.67565e+06	7.14514e+06	1.31943e+07	4.02615e+07	6.66135e+07	6.96887e+07	6.90105e+07	7.30949e+07	0.027141	0.0402723	0.076985	0.0940769	0.180433	0.549733	0.911339	0.952189	0.945301	1.0	0.041114	0.0529825	0.0634146	0.12637	0.0532313	0.11581	0.0685625	0.118255	0.14502	0.0
985	Q8WXQ4|Q99766	ATP synthase coupling factor B-like 1 OS=Homo sapiens GN=ATP5S PE=1 SV=1|ATP synthase subunit s, mitochondrial OS=Homo sapiens GN=ATP5S PE=1 SV=3	ATP5S	33216.3|29143.4	0.0	55	84	4	2	3	1	1	131L	0.0	182859.0	0.0	743526.0	3.80618e+06	8.09893e+06	7.00235e+06	4.94173e+06	5.92481e+06	7.4229e+06	0.0	0.0246344	0.0	0.100166	0.512762	1.09107	0.943345	0.665742	0.798181	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
986	Q99767	Amyloid beta A4 precursor protein-binding family A member 2 OS=Homo sapiens GN=APBA2 PE=1 SV=3	APBA2	91336.1	0.0	56	116	4	3	2	2	2	131L	0.0	435908.0	394792.0	352875.0	757297.0	1.39411e+06	1.70122e+06	3.39978e+06	4.20798e+06	4.69809e+06	0.0	0.0927841	0.0840324	0.0751103	0.161192	0.29674	0.362108	0.723651	0.895678	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987	P19397	Leukocyte surface antigen CD53 OS=Homo sapiens GN=CD53 PE=1 SV=1	CD53	27300.4	0.00381874	36	36	1	1	0	1	1	131L	2.61456e+06	4.17861e+06	3.57317e+06	7.29079e+06	6.12518e+06	1.44339e+07	8.16728e+06	1.04413e+07	1.25723e+07	1.33394e+07	0.196002	0.313253	0.267866	0.54656	0.459179	1.08205	0.612267	0.782743	0.942496	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
988	P17252	Protein kinase C alpha type OS=Homo sapiens GN=PRKCA PE=1 SV=4	PRKCA	91361.2	0.0	67	369	13	4	9	4	3	131L	1.23922e+06	1.71361e+06	2.71916e+06	2.53451e+06	5.16507e+06	1.10361e+07	3.53409e+07	4.42961e+07	4.65419e+07	4.79206e+07	0.0258598	0.0357594	0.0567431	0.0528899	0.107784	0.230299	0.737489	0.924364	0.97123	1.0	0.0571023	0.0468197	0.08973	0.0766287	0.159004	0.266031	0.144583	0.245738	0.150434	0.0
989	Q9NWX6	Probable tRNA(His) guanylyltransferase OS=Homo sapiens GN=THG1L PE=1 SV=2	THG1L	39963.0	0.0	45	45	2	1	0	2	1	131L	42716.1	455140.0	6.15073e+06	1.445e+07	2.34374e+07	2.65688e+07	2.93952e+07	2.98933e+07	2.95929e+07	2.86359e+07	0.0014917	0.015894	0.214791	0.504612	0.818461	0.927812	1.02652	1.04391	1.03342	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
990	Q8WXI9	Transcriptional repressor p66-beta OS=Homo sapiens GN=GATAD2B PE=1 SV=1	GATAD2B	73812.0	0.0	64	189	7	3	3	4	3	131L	799587.0	1.48357e+06	2.88156e+06	2.8678e+06	5.04177e+06	7.21498e+06	1.1388e+07	2.2235e+07	3.02008e+07	3.33915e+07	0.0244668	0.0444296	0.0862962	0.0858841	0.15099	0.216072	0.341045	0.665887	0.904444	1.0	0.0589026	0.105809	0.165441	0.18834	0.163933	0.245051	0.129038	0.159861	0.183241	0.0
991	Q9UN37	Vacuolar protein sorting-associated protein 4A OS=Homo sapiens GN=VPS4A PE=1 SV=1	VPS4A	58318.6	0.0	71	353	14	4	8	6	4	131L	611944.0	581117.0	2.00269e+06	2.66509e+06	5.15922e+06	8.50979e+06	2.27425e+07	2.62348e+07	2.87584e+07	2.82306e+07	0.0217567	0.0204544	0.0692372	0.0928285	0.182753	0.300217	0.803218	0.926974	1.01633	1.0	0.0297909	0.0435297	0.169539	0.220872	0.362162	0.148804	0.209291	0.258416	0.238629	0.0
992	Q16204	Coiled-coil domain-containing protein 6 OS=Homo sapiens GN=CCDC6 PE=1 SV=2	CCDC6	60762.1	0.0	55	281	17	7	5	12	6	131L	2.67223e+06	1.28274e+07	3.40366e+07	5.37742e+07	1.00037e+08	1.21955e+08	1.40054e+08	1.40865e+08	1.33773e+08	1.39e+08	0.0186696	0.0908763	0.24132	0.383177	0.715467	0.871244	1.00216	1.01402	0.966674	1.0	0.0221916	0.058459	0.136449	0.12923	0.273009	0.315753	0.193293	0.249802	0.242489	0.0
993	Q14999	Cullin-7 OS=Homo sapiens GN=CUL7 PE=1 SV=2	CUL7	205183.0	0.00592739	34	34	1	1	1	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
994	O75528	Transcriptional adapter 3 OS=Homo sapiens GN=TADA3 PE=1 SV=1	TADA3	59183.5	0.0100986	30	30	1	1	0	1	1	131L	0.0	290979.0	922768.0	1.05896e+06	2.40673e+06	5.51394e+06	5.58778e+06	6.30068e+06	8.86845e+06	9.23436e+06	0.0	0.0315105	0.0999276	0.114676	0.260627	0.597111	0.605107	0.682308	0.960375	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
995	O75521	Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens GN=ECI2 PE=1 SV=4	ECI2	51518.9	0.0	88	498	9	7	0	9	7	131L	390392.0	973932.0	9.18822e+06	1.70811e+07	2.87471e+07	5.40359e+07	6.39731e+07	5.50554e+07	5.9896e+07	5.54144e+07	0.0069694	0.015986	0.167139	0.307207	0.518336	0.968605	1.15029	0.991497	1.0792	1.0	0.0202692	0.0656193	0.1097	0.0718209	0.0945868	0.225805	0.280772	0.217606	0.128234	0.0
996	Q8TAT6	Nuclear protein localization protein 4 homolog OS=Homo sapiens GN=NPLOC4 PE=1 SV=3	NPLOC4	77296.1	0.0	70	480	21	11	5	16	11	131L	3.46088e+06	5.08242e+06	1.15642e+07	1.73762e+07	8.01e+07	1.36982e+08	1.38213e+08	1.4315e+08	1.58228e+08	1.6881e+08	0.0201049	0.0297585	0.0668269	0.102417	0.475279	0.809008	0.819899	0.846238	0.934785	1.0	0.029715	0.0568886	0.0952862	0.0905604	0.0940686	0.293628	0.144101	0.158248	0.129968	0.0
997	G5E9A6|P51784	Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens GN=USP11 PE=1 SV=1|Ubiquitin carboxyl-terminal hydrolase 11 OS=Homo sapiens GN=USP11 PE=1 SV=3	USP11	116304.0|121257.0	0.0	91	124	3	2	0	3	2	131L	0.0	343885.0	1.55248e+06	1.92432e+06	1.5441e+06	1.46957e+06	2.82003e+06	6.38726e+06	3.43767e+07	4.32799e+07	0.0	0.0079456	0.0358707	0.0444622	0.035677	0.0339549	0.0651578	0.14758	0.794287	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
998	P17535	Transcription factor jun-D OS=Homo sapiens GN=JUND PE=1 SV=3	JUND	39391.3	0.00427673	35	65	2	2	0	2	2	131L	7.85162e+06	1.4668e+07	1.47564e+07	2.16991e+07	3.07935e+07	4.0307e+07	3.80069e+07	3.60722e+07	3.78489e+07	3.73083e+07	0.210452	0.393157	0.395527	0.581615	0.82538	1.08037	1.01873	0.966868	1.01449	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
999	Q8NFI3	Cytosolic endo-beta-N-acetylglucosaminidase OS=Homo sapiens GN=ENGASE PE=1 SV=1	ENGASE	88339.0	0.0	67	136	3	3	0	3	3	131L	0.0	183341.0	1.75747e+06	2.21063e+06	3.97143e+06	5.95808e+06	5.93351e+06	5.04511e+06	6.21292e+06	7.08433e+06	0.0	0.0258798	0.248079	0.312045	0.560593	0.841022	0.837554	0.712151	0.876995	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1000	H9KVB1|Q01196	Runt-related transcription factor 1 OS=Homo sapiens GN=RUNX1 PE=1 SV=1|Runt-related transcription factor 1 OS=Homo sapiens GN=RUNX1 PE=1 SV=3	RUNX1	43175.8|50939.8	0.0	55	88	3	2	1	2	2	131L	165051.0	964153.0	1.7553e+06	1.96402e+06	3.58911e+06	6.25563e+06	8.65086e+06	8.30267e+06	1.06692e+07	1.23535e+07	0.0133606	0.0780468	0.142089	0.158985	0.290534	0.506384	0.700275	0.672089	0.863654	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1001	E9PJM3|Q9UK99	F-box only protein 3 OS=Homo sapiens GN=FBXO3 PE=1 SV=1|F-box only protein 3 OS=Homo sapiens GN=FBXO3 PE=1 SV=3	FBXO3	54503.0|59964.0	0.0	48	205	5	5	0	5	5	131L	244898.0	1.29267e+06	2.85882e+06	4.09336e+06	1.11734e+07	1.91901e+07	2.60941e+07	2.66992e+07	2.73802e+07	2.95303e+07	0.00808505	0.0437743	0.0968097	0.138615	0.377516	0.652663	0.883635	0.906583	0.927189	1.0	0.0248692	0.101196	0.140408	0.148127	0.121368	0.212463	0.152943	0.228498	0.266001	0.0
1002	Q9NPJ3	Acyl-coenzyme A thioesterase 13 OS=Homo sapiens GN=ACOT13 PE=1 SV=1	ACOT13	17585.7	0.0	105	312	13	4	1	10	3	131L	3.24167e+07	4.51259e+07	4.47444e+07	4.63015e+07	5.77278e+07	4.86265e+07	5.46101e+07	5.61106e+07	5.62091e+07	5.68861e+07	0.560545	0.788934	0.781852	0.811867	1.00838	0.854502	0.95919	0.984283	0.981068	1.0	0.341623	0.4078	0.324547	0.339621	0.545919	0.352356	0.150647	0.271843	0.276913	0.0
1003	P26358	DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1 PE=1 SV=2	DNMT1	216783.0	0.0	96	797	34	18	9	24	15	131L	3.25155e+06	9.98194e+06	1.89938e+07	3.51882e+07	1.38238e+08	2.25113e+08	2.91376e+08	3.0098e+08	2.77672e+08	2.88953e+08	0.0108169	0.0344985	0.0663285	0.122242	0.47739	0.778971	1.00819	1.04014	0.959704	1.0	0.0180138	0.0453903	0.0580698	0.084547	0.0874353	0.128532	0.113648	0.0890462	0.094284	0.0
1004	Q9BYZ8	Regenerating islet-derived protein 4 OS=Homo sapiens GN=REG4 PE=1 SV=1	REG4	20679.4	0.0152466	27	27	2	1	2	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1005	Q9NXG2	THUMP domain-containing protein 1 OS=Homo sapiens GN=THUMPD1 PE=1 SV=2	THUMPD1	47939.8	0.0	58	320	19	8	3	16	8	131L	3.17617e+06	1.20205e+07	3.34199e+07	8.57976e+07	1.58716e+08	1.79103e+08	1.86277e+08	1.73282e+08	1.79318e+08	1.77455e+08	0.0176831	0.0680247	0.186771	0.482106	0.895503	1.0099	1.04977	0.972203	1.01627	1.0	0.0246194	0.0619351	0.0656222	0.118176	0.194969	0.254766	0.104928	0.273566	0.264913	0.0
1006	P11021	78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2	HSPA5	86381.4	0.0	76	1565	104	29	34	69	27	131L	4.91681e+07	1.00802e+08	3.19973e+08	6.05463e+08	6.40794e+08	6.31186e+08	6.26224e+08	6.20096e+08	6.78314e+08	7.68184e+08	0.0634764	0.131028	0.416168	0.788996	0.834542	0.819328	0.814831	0.805974	0.882911	1.0	0.0486386	0.0694641	0.0827885	0.126754	0.106251	0.148715	0.057669	0.166129	0.138483	0.0
1007	P18085	ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3	ARF4	23132.5	0.0	66	207	10	3	4	6	3	131L	1.36744e+06	3.35407e+06	3.58182e+06	8.36208e+06	3.36144e+07	7.78002e+07	8.47682e+07	7.92394e+07	8.98588e+07	1.04381e+08	0.0131005	0.032133	0.0343149	0.0801113	0.322037	0.745331	0.812377	0.759138	0.860876	1.0	0.0297021	0.0507103	0.0555397	0.0357561	0.0687419	0.0736805	0.0802178	0.170146	0.190762	0.0
1008	O43837	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens GN=IDH3B PE=1 SV=2	IDH3B	48170.8	0.0	90	307	10	6	2	8	6	131L	1.4242e+06	5.22211e+06	1.35185e+07	2.81669e+07	4.63688e+07	6.97662e+07	7.78826e+07	7.23799e+07	8.21438e+07	7.22747e+07	0.0178362	0.0726042	0.187479	0.392292	0.639006	0.963277	1.07472	1.00371	1.13924	1.0	0.0601576	0.0968683	0.0820964	0.174554	0.126519	0.145382	0.179846	0.15566	0.161063	0.0
1009	P08651	Nuclear factor 1 C-type OS=Homo sapiens GN=NFIC PE=1 SV=2	NFIC	62741.9	0.0125	28	28	1	1	0	1	1	131L	953781.0	1.58937e+06	2.44986e+06	2.62682e+06	3.40531e+06	4.58324e+06	4.36165e+06	5.01029e+06	6.02241e+06	6.20285e+06	0.153765	0.256233	0.394957	0.423486	0.548991	0.738892	0.703169	0.807741	0.970911	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1010	O60684	Importin subunit alpha-7 OS=Homo sapiens GN=KPNA6 PE=1 SV=1	KPNA6	66461.8	0.00286086	37	123	7	4	3	4	4	131L	621266.0	2.01883e+06	1.93359e+06	2.56792e+06	3.73836e+06	8.93679e+06	2.90342e+07	5.87192e+07	8.18954e+07	8.44221e+07	0.00735904	0.0239135	0.0229038	0.0304176	0.0442818	0.105858	0.343917	0.695543	0.97007	1.0	0.0605611	0.0809946	0.127952	0.175601	0.206996	0.238841	0.251958	0.156409	0.157019	0.0
1011	Q5VW32	BRO1 domain-containing protein BROX OS=Homo sapiens GN=BROX PE=1 SV=1	BROX	55438.9	0.0	116	298	14	6	3	11	6	131L	269625.0	2.37479e+06	3.96914e+06	3.99771e+06	1.20616e+07	5.15228e+07	1.63355e+08	1.72156e+08	1.79652e+08	1.71117e+08	0.0015002	0.0130832	0.0229927	0.0227738	0.0721205	0.304605	0.955388	0.995373	1.04578	1.0	0.00293319	0.0309099	0.0364721	0.0432359	0.0777428	0.127905	0.0980287	0.398805	0.27726	0.0
1012	O75643	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2	SNRNP200	277402.0	0.0	79	903	27	19	2	25	19	131L	4.11803e+06	1.08344e+07	1.64191e+07	1.9777e+07	1.34514e+08	2.54133e+08	2.47219e+08	2.79714e+08	2.46567e+08	2.40441e+08	0.0163513	0.0450249	0.0678523	0.0820039	0.558739	1.05658	1.02768	1.16224	1.02566	1.0	0.0305599	0.0446231	0.0409452	0.0693349	0.263932	0.151114	0.089588	0.0903697	0.0947701	0.0
1013	O75648	Mitochondrial tRNA-specific 2-thiouridylase 1 OS=Homo sapiens GN=TRMU PE=1 SV=2	TRMU	54013.5	0.0	54	135	6	3	2	4	3	131L	418214.0	1.17414e+06	2.32896e+06	1.58978e+06	6.63016e+06	1.65676e+07	2.12651e+07	1.9153e+07	2.43133e+07	2.21159e+07	0.0189101	0.0530903	0.105307	0.0718838	0.299792	0.749126	0.961529	0.866027	1.09936	1.0	0.069359	0.202958	0.0372769	0.0968549	0.15044	0.16836	0.134084	0.127837	0.201475	0.0
