protein_group_no	protein_id	description	gene_name	mw	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
954	K7EJH8	Alpha-actinin-4 (Fragment) OS=Homo sapiens GN=ACTN4 PE=1 SV=1	ACTN4	25025.5	0.0	72	552	46	1	44	1	1	131L	2.12949e+06	2.14746e+06	4.38456e+06	6.95843e+06	8.10649e+06	9.89969e+06	9.68539e+06	7.53559e+06	6.71266e+06	8.88445e+06	0.239688	0.241709	0.493509	0.783215	0.912435	1.11427	1.09015	0.848178	0.755552	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955	J3KTA4|P17844	Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1|Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1	DDX5	77577.7|77409.5	0.0	102	627	28	9	13	15	9	131L	3.64794e+06	9.65348e+06	1.68074e+07	1.42591e+07	2.06277e+07	8.16808e+07	1.89806e+08	2.12252e+08	1.78568e+08	2.19198e+08	0.0164152	0.043691	0.075387	0.065663	0.0949102	0.374758	0.866895	0.966724	0.814775	1.0	0.0311242	0.0633602	0.12725	0.0785477	0.0906959	0.111448	0.0892936	0.130771	0.0654144	0.0
956	Q2TAY7	WD40 repeat-containing protein SMU1 OS=Homo sapiens GN=SMU1 PE=1 SV=2	SMU1	65467.7	0.0	97	240	8	5	1	7	4	131L	2.85464e+06	5.70491e+06	7.06705e+06	8.23923e+06	1.92335e+07	5.02163e+07	1.01061e+08	1.4919e+08	1.10659e+08	1.28704e+08	0.0221922	0.045515	0.0560234	0.0659514	0.15127	0.390193	0.785222	1.15845	0.860517	1.0	0.0201349	0.0900116	0.109549	0.113542	0.17666	0.20537	0.174259	0.0810996	0.104274	0.0
957	F5GXU7|H3BPZ4|Q9NRF2	SH2B adapter protein 1 OS=Homo sapiens GN=SH2B1 PE=4 SV=1|SH2B adapter protein 1 (Fragment) OS=Homo sapiens GN=SH2B1 PE=4 SV=1|SH2B adapter protein 1 OS=Homo sapiens GN=SH2B1 PE=1 SV=3	SH2B1	41812.7|19844.8|83211.1	0.020972	23	23	1	1	0	1	1	131L	550215.0	1.05578e+06	928267.0	1.96392e+06	1.8757e+06	3.091e+06	4.22056e+06	6.25148e+06	6.10769e+06	9.14892e+06	0.0601399	0.1154	0.101462	0.214662	0.205019	0.337853	0.461318	0.683302	0.667585	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958	D6REL4|E7EQZ7|Q13123	Protein Red (Fragment) OS=Homo sapiens GN=IK PE=1 SV=2|Protein Red (Fragment) OS=Homo sapiens GN=IK PE=1 SV=1|Protein Red OS=Homo sapiens GN=IK PE=1 SV=3	IK	30013.1|37187.9|80800.6	0.0018596	37	94	3	3	0	3	3	131L	6.74597e+06	1.15747e+07	1.11283e+07	1.56454e+07	1.97109e+07	3.23805e+07	7.09611e+07	1.23796e+08	1.16454e+08	1.43187e+08	0.047113	0.0808361	0.0777189	0.109266	0.137659	0.226142	0.495584	0.864576	0.813304	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959	Q9NRF8	CTP synthase 2 OS=Homo sapiens GN=CTPS2 PE=1 SV=1	CTPS2	74799.1	0.0	100	702	28	9	7	20	9	131L	1.95321e+07	1.16789e+08	1.35435e+08	2.19679e+08	2.04508e+08	2.28638e+08	2.58565e+08	2.73901e+08	2.20863e+08	2.61938e+08	0.0744113	0.444707	0.515529	0.841776	0.779425	0.873241	0.987585	1.04317	0.844089	1.0	0.0561579	0.143923	0.145718	0.272907	0.238698	0.169219	0.143226	0.152362	0.0818003	0.0
960	Q9NRF9	DNA polymerase epsilon subunit 3 OS=Homo sapiens GN=POLE3 PE=1 SV=1	POLE3	20572.9	0.0	84	121	5	2	0	5	2	131L	484462.0	1.87148e+06	4.67908e+06	3.7998e+06	5.26409e+06	1.19063e+07	2.0099e+07	1.88008e+07	1.6972e+07	2.25282e+07	0.0215047	0.0762245	0.197155	0.168668	0.233667	0.528505	0.884449	0.834546	0.750811	1.0	0.0484019	0.258263	0.572763	0.288457	0.30412	0.442189	0.234247	0.307483	0.233207	0.0
961	M0QXZ5|Q96B54	Zinc finger protein 428 (Fragment) OS=Homo sapiens GN=ZNF428 PE=1 SV=1|Zinc finger protein 428 OS=Homo sapiens GN=ZNF428 PE=1 SV=2	ZNF428	24926.3|21325.4	0.0	73	119	5	2	0	5	2	131L	4.71873e+06	9.93989e+06	1.16102e+07	1.51317e+07	1.85703e+07	2.38869e+07	2.80161e+07	2.61517e+07	2.31001e+07	2.84135e+07	0.166073	0.353321	0.408616	0.532553	0.654351	0.840688	0.986011	0.920396	0.812998	1.0	0.113978	0.278808	0.243207	0.256154	0.135623	0.289061	0.220838	0.219445	0.183709	0.0
962	Q6XUX3	Dual serine/threonine and tyrosine protein kinase OS=Homo sapiens GN=DSTYK PE=1 SV=2	DSTYK	117621.0	0.0	61	90	2	2	0	2	2	131L	2.12959e+06	3.17034e+06	1.89325e+06	3.54093e+06	4.2026e+06	9.43074e+06	2.60317e+07	3.7915e+07	3.5642e+07	4.49881e+07	0.0473367	0.0704706	0.0420833	0.078708	0.0934158	0.209627	0.578635	0.842777	0.792253	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
963	P62495	Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens GN=ETF1 PE=1 SV=3	ETF1	57707.3	0.0	72	516	24	11	1	22	10	131L	7.73116e+06	1.79369e+07	2.55051e+07	2.56723e+07	1.72454e+08	4.8609e+08	5.97769e+08	6.59513e+08	5.35558e+08	6.40728e+08	0.0119659	0.0281085	0.0392753	0.0397035	0.269037	0.758718	0.930607	1.02925	0.835657	1.0	0.0135633	0.0295313	0.0468574	0.0446914	0.060077	0.0852395	0.110253	0.0815489	0.0461025	0.0
964	P16333	Cytoplasmic protein NCK1 OS=Homo sapiens GN=NCK1 PE=1 SV=1	NCK1	50857.0	0.0	66	241	5	5	0	5	5	131L	6.51206e+06	8.45217e+06	1.46128e+07	1.48907e+07	1.62432e+07	3.4595e+07	9.42838e+07	1.90771e+08	1.73558e+08	2.14064e+08	0.0294974	0.0394843	0.0682639	0.0695619	0.0758801	0.161611	0.438338	0.891189	0.810777	1.0	0.056104	0.0605945	0.0890793	0.0750993	0.0412836	0.170799	0.151765	0.195917	0.164673	0.0
965	D6RA82|P12429	Annexin OS=Homo sapiens GN=ANXA3 PE=1 SV=1|Annexin A3 OS=Homo sapiens GN=ANXA3 PE=1 SV=3	ANXA3	37769.5|42482.0	0.0	60	324	19	7	3	16	7	131L	8.63367e+06	1.55589e+07	1.73819e+07	2.37675e+07	1.24427e+08	2.42218e+08	2.9743e+08	3.19173e+08	2.55731e+08	2.94609e+08	0.0288008	0.0519484	0.0580526	0.0801411	0.422357	0.821496	1.01007	1.0834	0.867605	1.0	0.0399063	0.0647397	0.0676714	0.0782295	0.0980743	0.150522	0.127873	0.093027	0.0819932	0.0
966	Q96HS1	Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens GN=PGAM5 PE=1 SV=2	PGAM5	34733.5	0.00143438	39	71	2	2	0	2	2	131L	7.09339e+06	3.63799e+07	4.49055e+07	5.77602e+07	2.58381e+07	2.49324e+07	2.48553e+07	3.03054e+07	3.15345e+07	2.8672e+07	0.247398	1.26883	1.56618	2.01452	0.901161	0.869574	0.866885	1.05697	1.09984	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
967	Q5TBQ0|Q5TBQ1|Q9BX40	Protein LSM14 homolog B (Fragment) OS=Homo sapiens GN=LSM14B PE=1 SV=1|Protein LSM14 homolog B (Fragment) OS=Homo sapiens GN=LSM14B PE=1 SV=1|Protein LSM14 homolog B OS=Homo sapiens GN=LSM14B PE=1 SV=1	LSM14B	35381.6|26614.2|47659.3	0.0	76	231	8	4	4	4	3	131L	224722.0	1.67486e+06	1.60216e+06	3.24365e+06	5.85059e+06	1.60001e+07	5.98768e+07	6.73231e+07	6.91663e+07	7.99893e+07	0.0028094	0.0209386	0.0200297	0.040551	0.0731422	0.200028	0.748561	0.841651	0.864695	1.0	0.00756745	0.0351745	0.0417304	0.0637801	0.0820605	0.0671866	0.0664052	0.112133	0.0600444	0.0
968	Q2KHT3	Protein CLEC16A OS=Homo sapiens GN=CLEC16A PE=2 SV=2	CLEC16A	130297.0	0.0	78	205	4	3	0	4	3	131L	252917.0	1.37384e+06	5.86835e+06	8.60639e+06	1.06283e+07	1.83619e+07	1.80996e+07	1.83086e+07	1.69432e+07	1.97794e+07	0.0127869	0.0694581	0.29669	0.435118	0.537341	0.928336	0.915071	0.92564	0.856609	1.0	0.0295358	0.0790188	0.152195	0.244496	0.228702	0.26479	0.114571	0.337578	0.164984	0.0
969	C9J5M0|C9JC07|C9JJV6|C9JZL8|Q96S97	Myeloid-associated differentiation marker (Fragment) OS=Homo sapiens GN=MYADM PE=1 SV=1|Myeloid-associated differentiation marker (Fragment) OS=Homo sapiens GN=MYADM PE=1 SV=1|Myeloid-associated differentiation marker (Fragment) OS=Homo sapiens GN=MYADM PE=1 SV=2|Myeloid-associated differentiation marker (Fragment) OS=Homo sapiens GN=MYADM PE=1 SV=1|Myeloid-associated differentiation marker OS=Homo sapiens GN=MYADM PE=1 SV=2	MYADM	27135.8|28973.0|16252.2|21107.8|36736.1	0.0	51	51	2	1	0	2	1	131L	1.6719e+06	2.70105e+06	2.40714e+06	5.20106e+06	7.87153e+06	1.35499e+07	1.95562e+07	1.62315e+07	1.96711e+07	2.16333e+07	0.0772837	0.124856	0.11127	0.240419	0.363862	0.626344	0.903986	0.750301	0.909301	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
970	Q7Z4H8	KDEL motif-containing protein 2 OS=Homo sapiens GN=KDELC2 PE=1 SV=2	KDELC2	67184.2	0.0	84	218	5	4	0	5	4	131L	1.07838e+06	6.95431e+06	5.09683e+06	6.8402e+06	1.42295e+07	3.91425e+07	4.7332e+07	5.17294e+07	5.08429e+07	5.76964e+07	0.0186907	0.11986	0.0883388	0.116769	0.246628	0.676614	0.819416	0.896579	0.879722	1.0	0.0241669	0.181501	0.143967	0.227217	0.105757	0.181523	0.121976	0.0954784	0.174415	0.0
971	Q7Z4H3	HD domain-containing protein 2 OS=Homo sapiens GN=HDDC2 PE=1 SV=1	HDDC2	26067.5	0.0	79	385	12	6	1	11	6	131L	5.14408e+06	3.14951e+07	4.45793e+07	7.73093e+07	7.74759e+07	9.02316e+07	1.00593e+08	1.14156e+08	8.98312e+07	1.09873e+08	0.0458159	0.283465	0.401157	0.696625	0.698721	0.817344	0.915481	1.03184	0.815498	1.0	0.113632	0.128323	0.165803	0.304232	0.24619	0.157134	0.138275	0.198984	0.107576	0.0
972	A6NKZ2|P51606	N-acylglucosamine 2-epimerase OS=Homo sapiens GN=RENBP PE=4 SV=2|N-acylglucosamine 2-epimerase OS=Homo sapiens GN=RENBP PE=1 SV=2	RENBP	51156.8|53149.9	0.0	59	206	11	5	6	4	3	131L	2.47787e+06	8.7307e+06	1.58516e+07	3.25472e+07	3.68808e+07	4.45779e+07	5.19141e+07	6.10818e+07	4.80947e+07	6.15441e+07	0.0402617	0.141861	0.257565	0.528843	0.599258	0.724325	0.843526	0.992488	0.781466	1.0	0.0433683	0.0909612	0.154716	0.386449	0.416073	0.380874	0.354242	0.342777	0.200718	0.0
973	Q7Z4H7	HAUS augmin-like complex subunit 6 OS=Homo sapiens GN=HAUS6 PE=1 SV=2	HAUS6	126823.0	0.0	64	86	2	2	1	1	1	131L	1.13249e+06	1.48767e+06	1.11464e+06	1.30907e+06	1.19305e+06	1.81758e+06	3.81926e+06	8.63219e+06	9.03805e+06	1.16976e+07	0.0968144	0.127178	0.0952882	0.11191	0.101991	0.155381	0.326501	0.737948	0.772644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
974	P17066	Heat shock 70 kDa protein 6 OS=Homo sapiens GN=HSPA6 PE=1 SV=2	HSPA6	80377.8	0.0	81	409	49	2	45	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
975	F8W7U8|P49959	Double-strand break repair protein MRE11A OS=Homo sapiens GN=MRE11A PE=1 SV=1|Double-strand break repair protein MRE11A OS=Homo sapiens GN=MRE11A PE=1 SV=3	MRE11A	91126.7|91197.8	0.0	86	823	30	17	5	25	15	131L	1.39417e+07	5.14252e+07	1.06014e+08	1.8393e+08	2.07407e+08	2.7883e+08	3.8735e+08	5.30758e+08	4.64769e+08	6.06412e+08	0.0228391	0.0850017	0.1754	0.303648	0.342822	0.460889	0.640301	0.874777	0.76744	1.0	0.0392419	0.0420226	0.0438925	0.056988	0.0491438	0.0654433	0.0742195	0.0745822	0.0560573	0.0
976	Q00610	Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5	CLTC	215260.0	0.0	131	2837	143	43	37	98	37	131L	5.74362e+07	7.55891e+07	9.20558e+07	1.1411e+08	1.56267e+08	1.38056e+09	1.88215e+09	1.55811e+09	1.22827e+09	1.52185e+09	0.0378226	0.0496349	0.0607912	0.0753087	0.102977	0.909146	1.24058	1.02429	0.806995	1.0	0.0305869	0.0360653	0.0377847	0.0453248	0.0626945	0.097383	0.164638	0.0567242	0.0553306	0.0
977	Q00613	Heat shock factor protein 1 OS=Homo sapiens GN=HSF1 PE=1 SV=1	HSF1	63697.3	0.0	61	112	5	3	1	4	3	131L	1.28743e+06	2.39374e+06	3.88974e+06	5.81736e+06	5.04315e+06	7.35823e+06	3.67545e+07	8.31961e+07	9.33692e+07	1.37074e+08	0.00939221	0.0174631	0.0283769	0.0424395	0.0367914	0.0536808	0.268136	0.606943	0.681159	1.0	0.0143189	0.00940206	0.0178501	0.0570859	0.0613475	0.140921	0.127706	0.0758341	0.0704688	0.0
978	A6NG10|K7EIJ0|K7EMC9|K7ENL2|Q969T9	WW domain-binding protein 2 OS=Homo sapiens GN=WBP2 PE=1 SV=2|WW domain-binding protein 2 (Fragment) OS=Homo sapiens GN=WBP2 PE=1 SV=1|WW domain-binding protein 2 OS=Homo sapiens GN=WBP2 PE=1 SV=1|WW domain-binding protein 2 OS=Homo sapiens GN=WBP2 PE=1 SV=1|WW domain-binding protein 2 OS=Homo sapiens GN=WBP2 PE=1 SV=1	WBP2	29112.6|20846.5|31083.7|27557.9|31619.9	0.0	82	301	12	6	4	7	4	131L	6.94435e+06	1.20055e+07	2.15957e+07	8.13272e+07	1.33755e+08	1.8587e+08	2.26208e+08	2.40072e+08	1.77949e+08	2.13728e+08	0.0338103	0.056483	0.102363	0.382766	0.627346	0.868969	1.05679	1.12254	0.832583	1.0	0.138998	0.0746686	0.113301	0.194407	0.244815	0.170665	0.179962	0.10883	0.0395596	0.0
979	Q5QPL9|Q5QPM0|Q5QPM1|Q9UKM9	RNA-binding protein Raly (Fragment) OS=Homo sapiens GN=RALY PE=1 SV=1|RNA-binding protein Raly (Fragment) OS=Homo sapiens GN=RALY PE=1 SV=2|RNA-binding protein Raly (Fragment) OS=Homo sapiens GN=RALY PE=1 SV=1|RNA-binding protein Raly OS=Homo sapiens GN=RALY PE=1 SV=1	RALY	29748.9|22544.8|23667.2|37542.2	0.0	58	58	1	1	0	1	1	131L	1.61566e+06	6.16243e+06	1.99779e+06	2.24834e+06	3.48296e+06	8.25067e+06	1.87698e+07	1.71214e+07	1.6909e+07	1.85648e+07	0.0870284	0.331942	0.107612	0.121108	0.187611	0.444426	1.01105	0.922254	0.910814	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
980	Q4L235	Acyl-CoA synthetase family member 4 OS=Homo sapiens GN=AASDH PE=1 SV=3	AASDH	141472.0	0.0	53	151	4	4	1	3	3	131L	778934.0	1.95268e+06	4.10956e+06	3.92985e+06	9.6457e+06	2.9408e+07	6.24299e+07	7.86377e+07	6.79718e+07	8.36041e+07	0.00931694	0.0233562	0.049155	0.0470054	0.115373	0.351753	0.746732	0.940596	0.81302	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
981	B2WTI3|B2WTI4|K7EJU9|Q6NYC1	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 OS=Homo sapiens GN=JMJD6 PE=1 SV=1|Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 OS=Homo sapiens GN=JMJD6 PE=1 SV=1|Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 OS=Homo sapiens GN=JMJD6 PE=1 SV=1|Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 OS=Homo sapiens GN=JMJD6 PE=1 SV=1	JMJD6	45289.2|48105.7|52155.9|53593.1	0.0	60	157	6	3	0	6	3	131L	2.01761e+06	4.38363e+06	6.70085e+06	5.76647e+06	9.66799e+06	2.59963e+07	1.35688e+08	2.20771e+08	1.84857e+08	2.34093e+08	0.00860143	0.0186451	0.0280372	0.0246332	0.0412985	0.110809	0.575839	0.94217	0.789675	1.0	0.0110943	0.030715	0.0377573	0.0556951	0.0460981	0.0816101	0.0965385	0.173738	0.0978913	0.0
982	Q6NYC8	Phostensin OS=Homo sapiens GN=PPP1R18 PE=1 SV=1	PPP1R18	73915.7	0.000269324	47	150	7	4	2	5	3	131L	932953.0	1.072e+06	2.38385e+06	4.42036e+06	7.89528e+06	2.12282e+07	3.51176e+07	3.87127e+07	3.50906e+07	4.50511e+07	0.0198209	0.0237953	0.0545145	0.0988993	0.175252	0.471437	0.778154	0.859182	0.777606	1.0	0.181215	0.169337	0.221525	0.467011	0.049621	0.135858	0.11556	0.311372	0.22382	0.0
983	P42330|S4R3Z2	Aldo-keto reductase family 1 member C3 OS=Homo sapiens GN=AKR1C3 PE=1 SV=4|Aldo-keto reductase family 1 member C3 OS=Homo sapiens GN=AKR1C3 PE=1 SV=1	AKR1C3	43187.2|40159.7	0.0	97	356	14	2	12	2	2	131L	1.17159e+06	5.31719e+06	7.96906e+06	8.54226e+06	9.90066e+06	2.01758e+07	3.60134e+07	3.52598e+07	2.78954e+07	3.41982e+07	0.0342589	0.155482	0.233025	0.249787	0.289508	0.589965	1.05308	1.03104	0.815697	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
984	O75955	Flotillin-1 OS=Homo sapiens GN=FLOT1 PE=1 SV=3	FLOT1	54428.6	0.0	81	342	11	5	4	7	5	131L	5.16086e+06	8.55915e+06	1.06321e+07	1.89735e+07	2.84328e+07	6.19484e+07	1.05345e+08	8.16538e+07	8.96026e+07	1.05131e+08	0.0482508	0.0789088	0.0996878	0.17889	0.27115	0.588804	1.00033	0.775607	0.852413	1.0	0.101656	0.100841	0.112746	0.128063	0.10271	0.0909337	0.186102	0.0821192	0.0437837	0.0
985	Q08379	Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3	GOLGA2	126706.0	0.0	85	230	9	5	3	6	5	131L	4.43324e+06	7.58494e+06	1.18893e+07	1.55644e+07	1.85246e+07	4.75517e+07	1.36903e+08	1.10907e+08	4.80569e+07	5.04772e+07	0.0899329	0.150407	0.235178	0.314038	0.371735	0.935104	2.69737	2.17814	0.951318	1.0	0.116809	0.179118	0.118648	0.287455	0.384181	0.277643	1.71045	1.13063	0.190285	0.0
986	Q08378	Golgin subfamily A member 3 OS=Homo sapiens GN=GOLGA3 PE=1 SV=2	GOLGA3	192515.0	0.0	77	968	25	19	5	20	18	131L	1.05013e+07	1.82144e+07	1.89333e+07	3.47678e+07	9.89405e+07	1.7859e+08	2.97792e+08	2.97923e+08	2.58374e+08	3.31186e+08	0.0322778	0.0543767	0.0575078	0.104972	0.299421	0.539839	0.899099	0.899535	0.779642	1.0	0.0426053	0.0338576	0.0512984	0.0584096	0.0712652	0.0731162	0.0748187	0.0787532	0.107215	0.0
987	D6REA1|Q9H173	Nucleotide exchange factor SIL1 OS=Homo sapiens GN=SIL1 PE=1 SV=1|Nucleotide exchange factor SIL1 OS=Homo sapiens GN=SIL1 PE=1 SV=1	SIL1	59875.3|59441.2	0.0	55	120	3	3	1	2	2	131L	2.06515e+06	3.61202e+06	2.14875e+06	3.06006e+06	3.66649e+06	7.86238e+06	1.15018e+07	1.91989e+07	1.74596e+07	1.83253e+07	0.112694	0.197106	0.117256	0.166985	0.200078	0.429046	0.627647	1.04767	0.952759	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
988	Q09028	Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 PE=1 SV=3	RBBP4	53181.9	0.0	77	388	17	4	11	5	3	131L	4.1467e+06	4.1214e+06	1.78923e+07	2.70933e+07	3.07822e+07	3.35396e+07	4.11596e+07	4.82906e+07	4.33695e+07	5.78235e+07	0.071713	0.0712755	0.309399	0.468552	0.528388	0.579551	0.711815	0.835138	0.751583	1.0	0.128002	0.0578622	0.0817191	0.319142	0.344752	0.282847	0.253935	0.216381	0.156569	0.0
989	P61968	LIM domain transcription factor LMO4 OS=Homo sapiens GN=LMO4 PE=1 SV=1	LMO4	20211.8	0.000975372	40	66	4	2	0	4	2	131L	2.82496e+06	5.29277e+06	9.55057e+06	2.58044e+07	3.36348e+07	4.86948e+07	5.18642e+07	5.70131e+07	4.48605e+07	5.47046e+07	0.0516403	0.0967518	0.174584	0.471705	0.614843	0.89014	0.948077	1.0422	0.820049	1.0	0.0633406	0.0938074	0.122806	0.21258	0.153319	0.200591	0.218073	0.143378	0.0638104	0.0
990	Q9UPM8	AP-4 complex subunit epsilon-1 OS=Homo sapiens GN=AP4E1 PE=1 SV=2	AP4E1	146966.0	0.0	51	131	6	4	2	4	3	131L	1.74493e+06	2.83162e+06	2.78841e+06	3.44295e+06	3.72334e+06	8.58191e+06	3.55881e+07	6.23564e+07	5.96246e+07	8.80893e+07	0.0198087	0.0321449	0.0316544	0.0390847	0.0422678	0.0974229	0.404	0.707877	0.676866	1.0	0.0449783	0.0453367	0.0394291	0.0269359	0.0433508	0.0685938	0.11783	0.0498652	0.0362158	0.0
991	O43432	Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=1 SV=2	EIF4G3	204265.0	0.0	56	273	12	6	7	4	4	131L	3.86763e+06	5.31159e+06	6.13407e+06	7.0774e+06	9.2005e+06	1.37093e+07	2.42184e+07	8.07402e+07	1.29161e+08	1.71038e+08	0.0226127	0.031055	0.0358638	0.0413791	0.0537921	0.0801535	0.141596	0.47206	0.755159	1.0	0.0201748	0.0277092	0.0270091	0.0442882	0.0552038	0.0852315	0.071574	0.0711103	0.0312127	0.0
992	O75376	Nuclear receptor corepressor 1 OS=Homo sapiens GN=NCOR1 PE=1 SV=2	NCOR1	303498.0	0.0	70	304	10	5	4	6	5	131L	5.56287e+06	3.64758e+06	7.81469e+06	1.06312e+07	1.51173e+07	2.50676e+07	4.69164e+07	5.93112e+07	7.08533e+07	1.12214e+08	0.0491279	0.0325055	0.0698483	0.0947399	0.13525	0.224115	0.421744	0.528553	0.631558	1.0	0.0226668	0.0252649	0.0445744	0.0879998	0.128633	0.179979	0.194541	0.206207	0.165301	0.0
993	Q6P2H3	Centrosomal protein of 85 kDa OS=Homo sapiens GN=CEP85 PE=1 SV=1	CEP85	96811.9	0.00380995	34	165	10	3	7	3	3	131L	751885.0	2.40094e+06	2.30237e+06	3.24553e+06	3.02308e+06	3.55341e+06	8.20809e+06	2.23938e+07	2.78023e+07	4.72136e+07	0.0159252	0.0508527	0.0487651	0.0687414	0.0640298	0.0752625	0.17385	0.474309	0.588862	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
994	P61020	Ras-related protein Rab-5B OS=Homo sapiens GN=RAB5B PE=1 SV=1	RAB5B	27128.3	0.0	99	299	12	3	7	5	3	131L	224483.0	1.84959e+06	4.22797e+06	1.46346e+07	1.79042e+07	2.55562e+07	2.66753e+07	2.47141e+07	2.99628e+07	2.66546e+07	0.00802458	0.0693909	0.159982	0.549046	0.671712	0.95644	1.00078	0.927197	1.11247	1.0	0.02279	0.15195	0.109304	0.0551926	0.196928	0.155341	0.146541	0.313766	1.05163	0.0
995	E7EQB3|Q9BSV6	tRNA-splicing endonuclease subunit Sen34 OS=Homo sapiens GN=TSEN34 PE=1 SV=1|tRNA-splicing endonuclease subunit Sen34 OS=Homo sapiens GN=TSEN34 PE=1 SV=1	TSEN34	36774.5|36266.3	0.0	53	105	6	2	0	6	2	131L	699476.0	2.84263e+06	4.29168e+06	4.84653e+06	6.76079e+06	2.55787e+07	7.21285e+07	9.62596e+07	9.23612e+07	1.25867e+08	0.00560876	0.022848	0.034097	0.0388574	0.0537138	0.20322	0.575072	0.764927	0.734397	1.0	0.0138997	0.118295	0.153964	0.201885	0.0635684	0.189316	0.119914	0.0646294	0.0965806	0.0
996	B8ZZA1|B8ZZQ6|B8ZZW7|H7C2N1|P06454	Thymosin alpha-1 OS=Homo sapiens GN=PTMA PE=1 SV=1|Uncharacterized protein OS=Homo sapiens GN=PTMA PE=1 SV=1|Thymosin alpha-1 OS=Homo sapiens GN=PTMA PE=1 SV=1|Thymosin alpha-1 (Fragment) OS=Homo sapiens GN=PTMA PE=1 SV=1|Prothymosin alpha OS=Homo sapiens GN=PTMA PE=1 SV=2	PTMA	16191.3|13585.1|16600.7|17453.2|14029.3	0.00143301	39	39	1	1	0	1	1	131L	1.03016e+06	1.59927e+06	2.04819e+06	2.68643e+06	2.7658e+06	3.85354e+06	3.96418e+06	4.91592e+06	3.44485e+06	4.80602e+06	0.214347	0.332764	0.426172	0.558972	0.575486	0.801816	0.824837	1.02287	0.716778	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
997	Q53QZ3	Rho GTPase-activating protein 15 OS=Homo sapiens GN=ARHGAP15 PE=1 SV=2	ARHGAP15	65279.9	0.0	49	96	4	2	2	2	2	131L	1.11142e+06	1.02313e+06	1.00294e+06	1.10336e+06	1.25429e+06	1.18082e+06	2.28803e+06	6.46294e+06	7.07121e+06	9.20116e+06	0.120791	0.111196	0.109002	0.119916	0.136319	0.128334	0.248668	0.702405	0.768513	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
998	B7WP74|Q9HCG8	Pre-mRNA-splicing factor CWC22 homolog (Fragment) OS=Homo sapiens GN=CWC22 PE=1 SV=1|Pre-mRNA-splicing factor CWC22 homolog OS=Homo sapiens GN=CWC22 PE=1 SV=3	CWC22	98697.9|122930.0	0.0	51	136	3	3	0	2	2	131L	357298.0	343528.0	304263.0	463485.0	986018.0	1.02005e+06	2.19108e+06	3.31898e+07	3.8559e+07	5.64847e+07	0.00632558	0.00608178	0.00538664	0.0082055	0.0174564	0.0180589	0.0387907	0.58759	0.682646	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
