protein_group_no	protein_id	description	gene_name	mw	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
450	Q99497	Protein DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2	PARK7	23716.2	0.0	123	977	59	16	15	44	15	131L	7.29848e+07	1.85942e+08	4.68279e+08	8.74652e+08	9.22536e+08	1.0791e+09	1.15952e+09	1.1908e+09	1.09271e+09	9.74903e+08	0.074439	0.187451	0.480116	0.897662	0.949465	1.11011	1.18982	1.22285	1.12445	1.0	0.0442118	0.13394	0.165951	0.225054	0.225136	0.15604	0.221988	0.164237	0.186196	0.0
451	Q02086	Transcription factor Sp2 OS=Homo sapiens GN=SP2 PE=1 SV=3	SP2	73507.9	0.0132286	28	28	2	1	0	2	1	131L	1.43461e+06	2.13439e+06	3.61788e+06	2.88582e+06	3.41385e+06	4.89742e+06	1.09409e+07	1.92039e+07	2.25249e+07	2.13837e+07	0.067089	0.0998138	0.169189	0.134954	0.159647	0.229026	0.511647	0.898061	1.05337	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
452	J3QRU1|P07947	Tyrosine-protein kinase Yes OS=Homo sapiens GN=YES1 PE=1 SV=1|Tyrosine-protein kinase Yes OS=Homo sapiens GN=YES1 PE=1 SV=3	YES1	70340.0|69754.7	0.00293918	37	37	1	1	0	1	1	131L	833428.0	1.25455e+06	2.32335e+06	3.02931e+06	5.25589e+06	7.64699e+06	1.20591e+07	1.70563e+07	1.77652e+07	1.47222e+07	0.0566104	0.0852152	0.157813	0.205765	0.357005	0.51942	0.819112	1.15854	1.2067	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
453	P07948	Tyrosine-protein kinase Lyn OS=Homo sapiens GN=LYN PE=1 SV=3	LYN	69534.5	0.000601866	55	117	4	3	1	3	3	131L	4.12747e+06	3.36088e+06	6.1427e+06	9.29389e+06	1.26737e+07	3.22718e+07	7.56769e+07	1.07012e+08	1.00416e+08	9.33394e+07	0.04422	0.0360071	0.0658104	0.099571	0.135781	0.345747	0.810771	1.14648	1.07582	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
455	H7C561	Splicing factor 1 (Fragment) OS=Homo sapiens GN=SF1 PE=1 SV=2	SF1	31972.5	0.000530645	48	115	10	1	10	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
456	Q8N3X1	Formin-binding protein 4 OS=Homo sapiens GN=FNBP4 PE=1 SV=3	FNBP4	124633.0	0.0	61	316	9	6	0	9	6	131L	1.8425e+08	1.67009e+08	2.01305e+08	2.45093e+08	2.85928e+08	2.60593e+08	1.25365e+08	1.42606e+08	1.67041e+08	1.50922e+08	1.2102	1.10106	1.33167	1.61815	1.89802	1.72276	0.829811	0.943495	1.10556	1.0	0.811551	0.592914	0.634263	0.671063	0.707798	0.502989	0.137224	0.123129	0.702012	0.0
457	O14802	DNA-directed RNA polymerase III subunit RPC1 OS=Homo sapiens GN=POLR3A PE=1 SV=2	POLR3A	183891.0	0.0	60	143	5	4	1	4	3	131L	2.55695e+06	4.59468e+06	5.78076e+06	8.10662e+06	1.49869e+07	1.70669e+07	3.18289e+07	6.36259e+07	6.56375e+07	6.6355e+07	0.0385344	0.0692439	0.0871186	0.12217	0.225859	0.257206	0.479675	0.958872	0.989186	1.0	0.148997	0.0670954	0.0670391	0.0826459	0.139807	0.175171	0.0323308	0.103323	0.278365	0.0
458	Q9UPU5	Ubiquitin carboxyl-terminal hydrolase 24 OS=Homo sapiens GN=USP24 PE=1 SV=3	USP24	330887.0	0.0	90	1050	43	22	6	37	22	131L	4.86327e+07	6.50841e+07	7.93897e+07	2.00049e+08	5.25053e+08	6.83463e+08	8.32649e+08	1.13174e+09	1.08213e+09	1.0622e+09	0.0454306	0.0607861	0.074636	0.18751	0.49468	0.643852	0.784617	1.06615	1.01849	1.0	0.0424579	0.0687445	0.0809282	0.0727866	0.0755535	0.0743498	0.0724216	0.0889885	0.0644953	0.0
459	Q9UPU7	TBC1 domain family member 2B OS=Homo sapiens GN=TBC1D2B PE=1 SV=2	TBC1D2B	125621.0	0.00289082	36	68	2	2	0	2	2	131L	896252.0	2.167e+06	2.85241e+06	3.49017e+06	5.13557e+06	7.2916e+06	9.94754e+06	2.5402e+07	4.7307e+07	6.94846e+07	0.0128986	0.0311868	0.041051	0.0502294	0.0739095	0.104938	0.143162	0.365578	0.680826	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
460	Q9UJK0	Ribosome biogenesis protein TSR3 homolog OS=Homo sapiens GN=TSR3 PE=1 SV=1	TSR3	36665.9	0.00190476	41	41	1	1	0	1	1	131L	155037.0	198699.0	587699.0	797865.0	1.38781e+06	1.70844e+06	1.67975e+06	2.09616e+06	2.11915e+06	2.04057e+06	0.0759772	0.097374	0.288007	0.391001	0.680109	0.837234	0.823176	1.02724	1.03851	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
461	Q8NDX1	PH and SEC7 domain-containing protein 4 OS=Homo sapiens GN=PSD4 PE=1 SV=2	PSD4	126713.0	0.0	80	110	2	2	0	2	2	131L	843570.0	4.10059e+06	1.553e+06	2.08395e+06	6.17069e+06	5.95605e+06	7.97336e+06	1.92505e+07	2.75746e+07	1.86674e+07	0.0451895	0.219666	0.0831932	0.111636	0.33056	0.319062	0.427128	1.03123	1.47715	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
462	H3BRI5|O95149	Snurportin-1 (Fragment) OS=Homo sapiens GN=SNUPN PE=1 SV=2|Snurportin-1 OS=Homo sapiens GN=SNUPN PE=1 SV=1	SNUPN	27349.9|47759.8	0.00297211	38	108	4	3	0	4	3	131L	3.23376e+06	1.30745e+07	6.28355e+06	8.87595e+06	3.03294e+07	5.40941e+07	6.77057e+07	9.52459e+07	1.08369e+08	9.9451e+07	0.0325161	0.131467	0.0631823	0.0892494	0.304968	0.543927	0.680794	0.957717	1.08967	1.0	0.105046	0.548382	0.0606542	0.0769388	0.350749	0.181747	0.148443	0.138935	0.21637	0.0
463	Q96I99	Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens GN=SUCLG2 PE=1 SV=2	SUCLG2	54844.3	0.0	110	835	32	15	4	28	14	131L	1.08301e+07	2.04074e+07	2.96046e+07	4.0555e+07	2.46528e+08	9.28359e+08	9.59057e+08	1.01152e+09	8.23861e+08	6.53121e+08	0.0166959	0.0313608	0.0456635	0.0622626	0.377508	1.42187	1.46795	1.54732	1.25969	1.0	0.0143107	0.0273801	0.0407782	0.056696	0.05695	0.18398	0.156897	0.210712	0.157505	0.0
464	Q9H6Y2	WD repeat-containing protein 55 OS=Homo sapiens GN=WDR55 PE=1 SV=2	WDR55	46910.9	0.00212465	40	40	1	1	0	1	1	131L	333698.0	750660.0	994595.0	2.31687e+06	3.95543e+06	4.44447e+06	5.07038e+06	6.20849e+06	7.05958e+06	5.76617e+06	0.0578717	0.130184	0.172488	0.401803	0.685971	0.770784	0.879332	1.07671	1.22431	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
465	H0YJA2|Q6PJT7	Zinc finger CCCH domain-containing protein 14 (Fragment) OS=Homo sapiens GN=ZC3H14 PE=1 SV=1|Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens GN=ZC3H14 PE=1 SV=1	ZC3H14	84782.2|95938.3	0.0	78	190	5	3	2	3	3	131L	5.49971e+06	6.18364e+06	4.90959e+06	7.60996e+06	1.12533e+07	2.27044e+07	3.14421e+07	5.39477e+07	6.20104e+07	4.39828e+07	0.125042	0.140592	0.111625	0.173021	0.255857	0.516212	0.714872	1.22656	1.40988	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
466	O15382	Branched-chain-amino-acid aminotransferase, mitochondrial OS=Homo sapiens GN=BCAT2 PE=1 SV=2	BCAT2	48783.1	0.0	107	443	16	7	4	10	6	131L	8.27401e+07	1.37897e+08	2.28173e+08	2.64198e+08	2.63576e+08	2.64089e+08	2.44731e+08	2.40766e+08	2.30304e+08	1.80078e+08	0.453024	0.765201	1.24736	1.45363	1.4676	1.46258	1.36075	1.33145	1.27907	1.0	0.434721	0.391052	0.954998	0.921811	0.57469	0.546119	0.34401	0.302868	0.231928	0.0
467	P10155	60 kDa SS-A/Ro ribonucleoprotein OS=Homo sapiens GN=TROVE2 PE=1 SV=2	TROVE2	71914.0	0.0	95	944	52	17	5	42	15	131L	1.2616e+08	2.51588e+08	3.40051e+08	4.29499e+08	4.0456e+08	4.30167e+08	4.58573e+08	5.15458e+08	4.91891e+08	4.61224e+08	0.267453	0.534738	0.734816	0.930532	0.874448	0.933878	1.0008	1.12388	1.06622	1.0	0.322251	0.625386	0.640601	0.805446	0.697097	0.710349	0.279885	0.289544	0.810283	0.0
468	Q99808	Equilibrative nucleoside transporter 1 OS=Homo sapiens GN=SLC29A1 PE=1 SV=3	SLC29A1	54423.2	0.0192539	25	25	1	1	0	1	1	131L	6.15334e+06	5.44407e+06	8.78383e+06	3.27643e+07	2.62857e+07	6.31685e+07	6.99422e+07	8.20301e+07	8.03146e+07	7.4247e+07	0.0828766	0.0733238	0.118305	0.441288	0.354031	0.850788	0.94202	1.10483	1.08172	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
469	Q6YHU6	Thyroid adenoma-associated protein OS=Homo sapiens GN=THADA PE=1 SV=1	THADA	244428.0	0.0	72	625	20	13	2	18	13	131L	2.11418e+07	2.21949e+07	4.75064e+07	4.6653e+07	6.04952e+07	1.85668e+08	3.07933e+08	4.23456e+08	3.97172e+08	3.86912e+08	0.0544448	0.0563635	0.119933	0.118738	0.15673	0.47998	0.796542	1.09828	1.02779	1.0	0.0780647	0.0892428	0.199004	0.208075	0.206298	0.0662125	0.0908983	0.161733	0.0902167	0.0
470	C9JFE4|Q13098	COP9 signalosome complex subunit 1 OS=Homo sapiens GN=GPS1 PE=1 SV=2|COP9 signalosome complex subunit 1 OS=Homo sapiens GN=GPS1 PE=1 SV=4	GPS1	60324.8|62487.9	0.0	86	457	19	11	3	16	10	131L	1.62896e+07	2.34762e+07	3.16582e+07	2.46598e+08	4.55784e+08	5.1461e+08	5.10399e+08	5.55202e+08	4.9172e+08	4.79368e+08	0.0334458	0.0488163	0.0658812	0.514099	0.950892	1.07399	1.06394	1.15784	1.02414	1.0	0.0464066	0.0430637	0.0446054	0.100295	0.131077	0.112275	0.1392	0.123477	0.130885	0.0
471	Q9BQS8	FYVE and coiled-coil domain-containing protein 1 OS=Homo sapiens GN=FYCO1 PE=1 SV=3	FYCO1	188527.0	0.0	91	376	8	7	0	8	7	131L	5.52694e+06	6.64933e+06	1.94232e+07	1.78982e+07	2.07265e+07	4.12308e+07	7.09064e+07	9.87906e+07	9.78152e+07	9.54986e+07	0.0589786	0.0704568	0.200749	0.187583	0.219642	0.431573	0.746083	1.03853	1.02281	1.0	0.0798056	0.126287	0.167524	0.0869588	0.125618	0.103834	0.170404	0.192667	0.19687	0.0
472	Q13094	Lymphocyte cytosolic protein 2 OS=Homo sapiens GN=LCP2 PE=1 SV=1	LCP2	68285.8	0.0	66	232	10	6	1	9	6	131L	2.30784e+06	5.5514e+06	1.24796e+07	1.34887e+07	2.07516e+07	3.87963e+07	8.98648e+07	2.19553e+08	2.59975e+08	2.59057e+08	0.00874356	0.0209004	0.0474513	0.0526146	0.0799431	0.149726	0.347111	0.846464	1.00055	1.0	0.0148548	0.0316575	0.0467242	0.0446846	0.0340442	0.0585693	0.0418822	0.0832096	0.12448	0.0
473	Q8IXW5	Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 OS=Homo sapiens GN=RPAP2 PE=1 SV=1	RPAP2	83670.6	0.001443	42	42	1	1	0	1	1	131L	714924.0	947076.0	1.29297e+06	2.52668e+06	3.38332e+06	4.33091e+06	5.65618e+06	8.13922e+06	9.83063e+06	8.55499e+06	0.0835681	0.110704	0.151137	0.295346	0.395478	0.506244	0.661155	0.9514	1.14911	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
474	Q00839	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6	HNRNPU	107311.0	0.0	91	852	48	19	18	29	18	131L	4.5474e+07	4.97227e+07	7.17306e+07	9.54943e+07	1.23793e+08	1.96238e+08	5.78179e+08	1.53406e+09	1.67952e+09	1.51209e+09	0.0300562	0.0331439	0.0473809	0.0633775	0.081662	0.130276	0.382554	1.01384	1.10561	1.0	0.024063	0.0230158	0.0356317	0.0419746	0.0487397	0.0667373	0.0597662	0.0602301	0.169852	0.0
475	P98082	Disabled homolog 2 OS=Homo sapiens GN=DAB2 PE=1 SV=3	DAB2	94198.4	0.00300023	39	157	6	5	2	4	4	131L	3.97246e+06	6.05516e+06	6.58445e+06	1.15327e+07	1.6339e+07	2.21101e+07	3.6725e+07	9.06275e+07	9.45366e+07	1.11322e+08	0.0356844	0.0543933	0.0591478	0.103598	0.146773	0.198614	0.3299	0.814103	0.849219	1.0	0.124402	0.230202	0.0455821	0.113334	0.13202	0.136853	0.04115	0.06212	0.242212	0.0
476	F8VYE8|P36873	Serine/threonine-protein phosphatase OS=Homo sapiens GN=PPP1CC PE=1 SV=1|Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens GN=PPP1CC PE=1 SV=1	PPP1CC	39335.2|42971.8	0.0	93	813	49	3	44	4	1	131L	1.35393e+06	4.52913e+06	1.48684e+07	3.1136e+07	5.26727e+07	6.89562e+07	7.4349e+07	8.95347e+07	8.89312e+07	6.68082e+07	0.020266	0.0677931	0.222554	0.466051	0.788417	1.03215	1.11287	1.34018	1.33114	1.0	0.0954744	0.0799159	0.107166	0.0197287	0.25376	0.193297	0.194166	0.120107	0.367618	0.0
477	Q8NC51	Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2	SERBP1	53016.2	0.0	110	238	9	5	1	8	5	131L	5.72049e+08	3.04501e+08	2.62364e+08	3.13687e+08	8.35443e+07	1.22211e+08	7.17182e+07	1.17575e+08	1.39086e+08	1.20593e+08	4.72174	2.52844	2.17715	2.59832	0.691763	1.01203	0.59517	0.975063	1.15058	1.0	2.42933	1.02339	0.639117	1.10143	0.08654	0.106542	0.112252	0.0963282	0.251923	0.0
478	Q86VX9|X6R3V9	Vacuolar fusion protein MON1 homolog A OS=Homo sapiens GN=MON1A PE=1 SV=2|MON1 homolog A (Yeast), isoform CRA_b OS=Homo sapiens GN=MON1A PE=1 SV=1	MON1A	66101.1|77315.0	0.000598265	55	127	3	3	0	3	3	131L	2.0736e+06	3.99745e+06	6.44614e+06	9.52117e+06	1.50546e+07	4.67728e+07	5.51132e+07	6.35511e+07	6.96987e+07	7.4081e+07	0.027991	0.0539606	0.0870149	0.128524	0.203218	0.631374	0.743959	0.85786	0.940845	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
479	M0R208|Q16740	ATP-dependent Clp protease proteolytic subunit OS=Homo sapiens GN=CLPP PE=1 SV=1|ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Homo sapiens GN=CLPP PE=1 SV=1	CLPP	22731.9|32508.2	0.0	82	232	13	5	1	12	5	131L	1.22891e+07	2.36613e+07	8.54793e+07	1.29874e+08	1.67193e+08	1.68655e+08	1.43113e+08	1.77394e+08	1.58543e+08	1.4336e+08	0.0859194	0.165371	0.59862	0.909527	1.16699	1.18037	0.998278	1.23488	1.10525	1.0	0.0903778	0.0628328	0.271626	0.425729	0.576828	0.543528	0.311096	0.306115	0.153985	0.0
480	C9JZY6|H7C4M9|P62256	Ubiquitin-conjugating enzyme E2 H (Fragment) OS=Homo sapiens GN=UBE2H PE=1 SV=1|Ubiquitin-conjugating enzyme E2 H (Fragment) OS=Homo sapiens GN=UBE2H PE=1 SV=1|Ubiquitin-conjugating enzyme E2 H OS=Homo sapiens GN=UBE2H PE=1 SV=1	UBE2H	16386.8|8450.71|23678.2	0.0	61	135	7	4	3	4	4	131L	2.63096e+06	4.2894e+06	7.93126e+06	1.36888e+07	3.67732e+07	5.5038e+07	6.46716e+07	7.83279e+07	7.17036e+07	6.73577e+07	0.0390595	0.0636809	0.117748	0.203226	0.545939	0.8171	0.960122	1.16286	1.06452	1.0	0.0620256	0.115529	0.20174	0.22018	0.186809	0.137831	0.164709	0.332413	0.205454	0.0
481	P62253	Ubiquitin-conjugating enzyme E2 G1 OS=Homo sapiens GN=UBE2G1 PE=1 SV=3	UBE2G1	22360.9	0.000996016	44	97	3	3	0	2	2	131L	977106.0	904250.0	3.0449e+06	3.14178e+06	1.23865e+07	2.16229e+07	2.13822e+07	2.45255e+07	2.06735e+07	1.85241e+07	0.0527477	0.0488147	0.164375	0.169604	0.668669	1.16728	1.15429	1.32398	1.11603	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
482	G3XAL9|P55011	Solute carrier family 12 (Sodium/potassium/chloride transporters), member 2, isoform CRA_a OS=Homo sapiens GN=SLC12A2 PE=1 SV=1|Solute carrier family 12 member 2 OS=Homo sapiens GN=SLC12A2 PE=1 SV=1	SLC12A2	140150.0|147631.0	0.0	67	67	1	1	0	1	1	131L	1.49664e+06	2.45609e+06	6.81214e+06	1.41215e+07	2.02436e+07	2.4577e+07	2.51322e+07	3.43501e+07	2.94415e+07	2.76064e+07	0.0542134	0.0889682	0.24676	0.511531	0.733293	0.890263	0.910375	1.24428	1.06648	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
483	P55010	Eukaryotic translation initiation factor 5 OS=Homo sapiens GN=EIF5 PE=1 SV=2	EIF5	60877.0	0.0	88	484	21	10	6	15	8	131L	6.45689e+06	1.859e+07	2.44303e+07	3.25395e+07	7.28004e+07	3.18328e+08	5.30097e+08	5.62745e+08	5.23289e+08	4.59066e+08	0.0138853	0.0398171	0.0520479	0.0691838	0.158164	0.694073	1.15327	1.22467	1.1369	1.0	0.0152282	0.0537693	0.0804334	0.106941	0.0828033	0.088872	0.162317	0.145558	0.164123	0.0
484	P37837	Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2	TALDO1	44562.4	0.0	85	1064	122	24	39	81	23	131L	4.87424e+08	5.26034e+08	6.71884e+08	8.03123e+08	9.751e+08	1.6666e+09	2.53576e+09	2.82953e+09	2.59115e+09	2.37331e+09	0.205166	0.221346	0.283563	0.338577	0.411076	0.70303	1.06763	1.19081	1.09038	1.0	0.0469207	0.0487689	0.06292	0.0583784	0.0430334	0.0788937	0.102823	0.0841067	0.100936	0.0
485	Q9UP83	Conserved oligomeric Golgi complex subunit 5 OS=Homo sapiens GN=COG5 PE=1 SV=3	COG5	101849.0	0.0	61	196	9	5	3	6	4	131L	4.2952e+06	5.55094e+06	8.74284e+06	1.23006e+07	1.09022e+07	1.16169e+07	2.12746e+07	1.02229e+08	1.48481e+08	1.52561e+08	0.0272735	0.0344314	0.0579451	0.0806276	0.0714616	0.0762461	0.13945	0.671522	0.974318	1.0	0.0568956	0.0943072	0.0475733	0.156687	0.125215	0.104974	0.0873652	0.0772187	0.0919714	0.0
486	D6RFN0	COP9 signalosome complex subunit 4 OS=Homo sapiens GN=COPS4 PE=1 SV=1	COPS4	55266.2	0.0	104	803	38	1	38	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
487	O95479|R4GMU1	GDH/6PGL endoplasmic bifunctional protein OS=Homo sapiens GN=H6PD PE=1 SV=2|GDH/6PGL endoplasmic bifunctional protein OS=Homo sapiens GN=H6PD PE=4 SV=1	H6PD	95594.0|96873.6	0.00310697	35	35	1	1	0	1	1	131L	1.80274e+06	1.75918e+06	2.3681e+06	3.25362e+06	4.39497e+06	1.12831e+07	2.36832e+07	3.20727e+07	4.7808e+07	2.79665e+07	0.0644607	0.062903	0.0846763	0.11634	0.157151	0.40345	0.846841	1.14682	1.70947	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
488	Q00587	Cdc42 effector protein 1 OS=Homo sapiens GN=CDC42EP1 PE=1 SV=1	CDC42EP1	42446.6	0.00690101	32	32	1	1	0	1	1	131L	5.44892e+06	5.21198e+06	7.41383e+06	7.85138e+06	1.18808e+07	2.13592e+07	3.43122e+07	4.87763e+07	4.75995e+07	4.51853e+07	0.120591	0.115347	0.164076	0.17376	0.262936	0.472702	0.759367	1.07947	1.05343	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
489	Q96QG7	Myotubularin-related protein 9 OS=Homo sapiens GN=MTMR9 PE=1 SV=1	MTMR9	70120.6	0.0025635	39	129	6	4	1	5	4	131L	3.94318e+06	3.90012e+06	7.1105e+06	7.60337e+06	1.15583e+07	3.73298e+07	5.56631e+07	6.62486e+07	6.2331e+07	5.44598e+07	0.0724053	0.0716146	0.126906	0.139614	0.212235	0.685457	1.02209	1.21056	1.14185	1.0	0.100547	0.0396294	0.182375	0.215438	0.160186	0.265448	0.131754	0.359038	0.307419	0.0
490	O75828	Carbonyl reductase [NADPH] 3 OS=Homo sapiens GN=CBR3 PE=1 SV=3	CBR3	34438.1	0.0	113	210	11	1	11	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
491	E7ETC2|Q08209	Serine/threonine-protein phosphatase OS=Homo sapiens GN=PPP3CA PE=1 SV=1|Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens GN=PPP3CA PE=1 SV=1	PPP3CA	53453.4|66209.5	0.00102171	46	153	7	1	6	1	1	131L	0.0	263765.0	888042.0	1.47616e+07	2.21669e+07	3.05589e+07	2.89188e+07	3.75804e+07	3.5461e+07	3.83257e+07	0.0	0.00688218	0.0231709	0.385161	0.578382	0.797347	0.754552	0.980553	0.925254	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
492	O75821	Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2	EIF3G	42519.8	0.0	82	433	14	9	1	12	8	131L	3.0833e+07	2.55758e+07	4.11485e+07	6.63891e+07	1.0341e+08	2.60443e+08	3.05502e+08	5.49352e+08	7.08206e+08	6.7571e+08	0.0455003	0.03762	0.0602097	0.0979927	0.15252	0.384754	0.452189	0.814357	1.03991	1.0	0.0286353	0.0374512	0.0440028	0.0663878	0.0631306	0.0864434	0.0761828	0.0974487	0.357624	0.0
493	Q9UQ13|X6RI37	Leucine-rich repeat protein SHOC-2 OS=Homo sapiens GN=SHOC2 PE=1 SV=2|Leucine-rich repeat protein SHOC-2 (Fragment) OS=Homo sapiens GN=SHOC2 PE=1 SV=1	SHOC2	76532.6|47371.4	0.0	71	181	5	4	0	5	4	131L	4.09409e+06	3.5823e+06	6.05378e+06	6.30547e+06	2.06704e+07	5.25759e+07	6.33908e+07	8.87922e+07	7.62538e+07	7.41579e+07	0.0552077	0.0462154	0.0816336	0.0879103	0.279712	0.708973	0.854809	1.19914	1.02826	1.0	0.139684	0.145695	0.173926	0.215427	0.213337	0.21631	0.140638	0.077583	0.190709	0.0
494	H7BYN3|Q00059	Transcription factor A, mitochondrial (Fragment) OS=Homo sapiens GN=TFAM PE=1 SV=1|Transcription factor A, mitochondrial OS=Homo sapiens GN=TFAM PE=1 SV=1	TFAM	31962.0|36410.3	0.00101343	45	75	2	2	0	2	2	131L	1.36789e+06	2.90157e+06	5.97071e+06	1.01898e+07	2.01758e+07	3.78384e+07	4.64018e+07	5.15939e+07	4.10422e+07	3.18253e+07	0.0429811	0.0911719	0.187609	0.320181	0.633956	1.18894	1.45802	1.62116	1.28961	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
495	P33992	DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=5	MCM5	93802.1	0.0	98	1200	64	22	13	49	19	131L	2.54401e+07	3.53118e+07	7.37573e+07	1.37038e+08	5.66147e+08	8.94129e+08	8.29515e+08	9.73747e+08	8.89787e+08	8.45664e+08	0.029795	0.0417628	0.0868429	0.16267	0.669959	1.05689	0.98193	1.15221	1.05311	1.0	0.0272415	0.0298517	0.0593144	0.0761452	0.090355	0.111081	0.0746309	0.0773892	0.0814314	0.0
496	P33993	DNA replication licensing factor MCM7 OS=Homo sapiens GN=MCM7 PE=1 SV=4	MCM7	89217.0	0.0	93	1244	58	24	4	50	22	131L	2.888e+07	4.44453e+07	6.48341e+07	7.64607e+07	3.53396e+08	1.22768e+09	1.38502e+09	1.70044e+09	1.68838e+09	1.57742e+09	0.0182863	0.0284079	0.0415249	0.0489342	0.224091	0.779531	0.878447	1.07793	1.07089	1.0	0.0181263	0.0271449	0.0399429	0.0492547	0.0456296	0.107877	0.0751075	0.0746269	0.0904264	0.0
497	Q9UII2	ATPase inhibitor, mitochondrial OS=Homo sapiens GN=ATPIF1 PE=1 SV=1	ATPIF1	14532.9	0.00146628	43	195	26	6	9	17	5	131L	1.83643e+08	1.65446e+08	1.64129e+08	2.01729e+08	1.78452e+08	2.41305e+08	1.80597e+08	2.01306e+08	1.72478e+08	1.26605e+08	1.43978	1.2993	1.27269	1.57997	1.40272	1.90311	1.41585	1.5868	1.36258	1.0	0.94835	0.629225	0.880266	1.00797	0.533465	0.881628	0.51932	0.29892	0.196274	0.0
498	Q96Q11	CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Homo sapiens GN=TRNT1 PE=1 SV=2	TRNT1	58803.3	0.0	72	343	12	8	2	10	8	131L	9.21398e+06	9.64903e+06	1.15408e+07	1.26816e+07	3.22932e+07	1.63907e+08	2.32819e+08	2.60605e+08	2.45093e+08	2.21149e+08	0.0420808	0.0431211	0.0497734	0.05472	0.148936	0.737092	1.05341	1.17924	1.10827	1.0	0.103021	0.116133	0.118055	0.123842	0.163808	0.212048	0.130902	0.15866	0.23405	0.0
499	J3KRA9|Q96Q15	Serine/threonine-protein kinase SMG1 (Fragment) OS=Homo sapiens GN=SMG1 PE=1 SV=1|Serine/threonine-protein kinase SMG1 OS=Homo sapiens GN=SMG1 PE=1 SV=3	SMG1	446234.0|459034.0	0.000538503	49	237	8	6	2	6	5	131L	5.35404e+06	7.87258e+06	1.31629e+07	1.28442e+07	1.77605e+07	2.11031e+07	7.55341e+07	1.12638e+08	1.20256e+08	1.06419e+08	0.0508245	0.0739776	0.12369	0.121868	0.166885	0.200138	0.709677	1.06065	1.13003	1.0	0.0249161	0.0685306	0.200947	0.164723	0.248191	0.195297	0.0651333	0.119945	0.1118	0.0
