protein_group_no	protein_id	description	gene_name	mw	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1370	H0YNJ9	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens GN=DUT PE=1 SV=1	DUT	17083.9	0.0	64	250	15	1	14	1	1	131L	677872.0	687323.0	852488.0	2.85219e+06	4.54338e+06	8.2133e+06	1.13195e+07	1.32743e+07	1.14275e+07	1.11361e+07	0.0608713	0.06172	0.0765514	0.25612	0.407985	0.737535	1.01647	1.192	1.02616	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1371	Q9UN81	LINE-1 retrotransposable element ORF1 protein OS=Homo sapiens GN=L1RE1 PE=1 SV=1	L1RE1	47592.0	0.0	70	70	2	1	0	2	1	131L	323647.0	149533.0	1.34639e+06	1.85569e+06	3.82826e+06	4.74557e+06	6.90185e+06	5.88624e+06	6.35451e+06	6.61756e+06	0.0489072	0.0225964	0.203457	0.280419	0.578499	0.717118	1.04296	0.889488	0.960248	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1372	Q8WVY7	Ubiquitin-like domain-containing CTD phosphatase 1 OS=Homo sapiens GN=UBLCP1 PE=1 SV=2	UBLCP1	44629.8	0.0	70	222	12	5	0	12	5	131L	1.45161e+06	2.01016e+06	3.47749e+06	6.78764e+06	1.20239e+07	5.85154e+07	1.47563e+08	1.70627e+08	1.90524e+08	1.66803e+08	0.0084339	0.0119218	0.0205675	0.0398755	0.0722297	0.352021	0.884691	1.02107	1.14069	1.0	0.0183247	0.0209327	0.0277172	0.0687144	0.0755918	0.0820993	0.135781	0.105634	0.145961	0.0
1373	E9PCX2|E9PEF9|P15121	Aldose reductase OS=Homo sapiens GN=AKR1B1 PE=1 SV=1|Aldose reductase OS=Homo sapiens GN=AKR1B1 PE=1 SV=1|Aldose reductase OS=Homo sapiens GN=AKR1B1 PE=1 SV=3	AKR1B1	34810.0|12543.8|41958.7	0.0	59	86	4	2	0	4	2	131L	290082.0	817116.0	1.49753e+06	7.88655e+06	1.15212e+07	1.24469e+07	1.3587e+07	1.62522e+07	1.54501e+07	1.52798e+07	0.0189847	0.0534769	0.0980075	0.516143	0.754017	0.814601	0.889217	1.06364	1.01114	1.0	0.0460038	0.0892866	0.144827	0.101855	0.131109	0.503884	0.456385	0.407554	0.236302	0.0
1374	Q96EB6	NAD-dependent protein deacetylase sirtuin-1 OS=Homo sapiens GN=SIRT1 PE=1 SV=2	SIRT1	90504.9	0.0	63	126	3	3	0	3	3	131L	139505.0	13183.8	700413.0	1.24957e+06	3.60609e+06	1.0373e+07	1.82487e+07	2.0383e+07	2.19442e+07	1.81893e+07	0.00766963	0.000724812	0.0385069	0.0686981	0.198254	0.570283	1.00327	1.1206	1.20644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1375	Q8WUH2	Transforming growth factor-beta receptor-associated protein 1 OS=Homo sapiens GN=TGFBRAP1 PE=1 SV=1	TGFBRAP1	108320.0	0.0	56	122	4	3	0	4	3	131L	579803.0	1.30281e+06	1.78671e+06	2.2037e+06	2.07233e+06	3.18327e+06	9.91873e+06	1.79035e+07	1.78664e+07	1.87096e+07	0.0309896	0.0696331	0.0954971	0.117785	0.110763	0.170141	0.530141	0.956916	0.954932	1.0	0.127547	0.281808	0.609848	0.731477	0.617739	0.801026	0.255151	0.330645	0.419891	0.0
1376	Q9UHX1	Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens GN=PUF60 PE=1 SV=1	PUF60	67341.9	0.0	88	497	23	11	3	20	11	131L	2.37631e+06	4.39309e+06	6.15461e+06	1.31253e+07	2.92479e+07	9.68209e+07	1.7243e+08	2.25666e+08	3.04641e+08	2.76607e+08	0.00845333	0.0158726	0.0222072	0.0476016	0.105851	0.348799	0.623031	0.816219	1.08952	1.0	0.0126779	0.0205811	0.0243693	0.050755	0.0974475	0.0619351	0.0537257	0.0678028	0.364576	0.0
1377	Q9Y5K6	CD2-associated protein OS=Homo sapiens GN=CD2AP PE=1 SV=1	CD2AP	89281.0	0.0	56	549	26	13	8	18	11	131L	1.51117e+06	2.4164e+06	8.44847e+06	1.73658e+07	9.83442e+07	1.54499e+08	2.30295e+08	2.46021e+08	2.3998e+08	2.45332e+08	0.00602911	0.0098683	0.0342936	0.0707771	0.400394	0.628481	0.93669	1.00044	0.978131	1.0	0.00980286	0.0119718	0.0344246	0.0523455	0.0874073	0.0957878	0.16052	0.0989462	0.0713038	0.0
1378	H0Y6Y4|Q9Y5K5	Ubiquitin carboxyl-terminal hydrolase isozyme L5 (Fragment) OS=Homo sapiens GN=UCHL5 PE=1 SV=1|Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Homo sapiens GN=UCHL5 PE=1 SV=3	UCHL5	29611.9|43597.2	0.000547196	41	219	11	7	3	8	7	131L	1.97685e+06	2.84224e+06	3.98841e+06	7.50681e+06	9.79484e+06	1.6146e+07	7.45788e+07	1.0078e+08	1.1526e+08	1.12725e+08	0.0169515	0.0239319	0.0353812	0.0654207	0.0867357	0.143092	0.661368	0.894554	1.02312	1.0	0.0385037	0.047011	0.0433476	0.0933147	0.0944246	0.108781	0.0959934	0.0665413	0.0968551	0.0
1379	Q9Y5K8	V-type proton ATPase subunit D OS=Homo sapiens GN=ATP6V1D PE=1 SV=1	ATP6V1D	34432.7	0.0	74	308	15	6	2	13	6	131L	3.22779e+07	6.00965e+07	8.24485e+07	1.19127e+08	1.23526e+08	1.09897e+08	1.34812e+08	1.31486e+08	1.32178e+08	1.23507e+08	0.25425	0.47144	0.651655	0.963464	0.972804	0.878109	1.0752	1.06228	1.06986	1.0	0.354654	0.660442	0.892272	0.446667	1.20485	1.07739	1.37017	0.109366	0.148382	0.0
1380	A6NIR2|Q9Y547|X6R7Y7	Chromosome 1 open reading frame 41, isoform CRA_b OS=Homo sapiens GN=HSPB11 PE=1 SV=1|Intraflagellar transport protein 25 homolog OS=Homo sapiens GN=HSPB11 PE=1 SV=1|Intraflagellar transport protein 25 homolog OS=Homo sapiens GN=HSPB11 PE=1 SV=1	HSPB11	14737.7|18005.3|27526.5	0.0	55	55	3	1	1	2	1	131L	0.0	132845.0	167521.0	1.01288e+06	3.44219e+06	5.20026e+06	7.12381e+06	7.83563e+06	8.60094e+06	6.81394e+06	0.0	0.0194961	0.024585	0.148648	0.505168	0.76318	1.04548	1.14994	1.26226	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1381	Q96C86	m7GpppX diphosphatase OS=Homo sapiens GN=DCPS PE=1 SV=2	DCPS	42193.5	0.0	60	291	20	7	2	18	7	131L	7.52494e+06	2.56222e+07	5.3913e+07	8.74769e+07	9.0044e+07	9.39301e+07	9.6244e+07	1.03525e+08	1.06032e+08	9.79086e+07	0.0715354	0.257273	0.548634	0.888032	0.915942	0.957434	0.983608	1.05661	1.0824	1.0	0.167321	0.258059	0.410982	0.258762	0.208131	0.155359	0.137671	0.583532	0.579066	0.0
1382	Q15048	Leucine-rich repeat-containing protein 14 OS=Homo sapiens GN=LRRC14 PE=2 SV=1	LRRC14	57167.0	0.0	73	103	5	2	2	3	2	131L	0.0	0.0	0.0	236570.0	424506.0	746782.0	1.53401e+06	1.54066e+06	1.33945e+06	2.47474e+06	0.0	0.0	0.0	0.095594	0.171536	0.301762	0.619869	0.622556	0.541248	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1383	Q15042	Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens GN=RAB3GAP1 PE=1 SV=3	RAB3GAP1	126948.0	0.0	66	451	16	10	3	13	10	131L	2.38533e+06	4.95781e+06	7.56377e+06	1.20572e+07	2.20132e+07	3.47049e+07	8.00748e+07	1.55493e+08	1.76206e+08	1.74491e+08	0.0133229	0.0282788	0.0435633	0.0688662	0.125525	0.196917	0.460362	0.891421	1.01127	1.0	0.0233356	0.0361758	0.0469639	0.0572316	0.111189	0.192548	0.131684	0.0769216	0.171415	0.0
1384	Q15047	Histone-lysine N-methyltransferase SETDB1 OS=Homo sapiens GN=SETDB1 PE=1 SV=1	SETDB1	166202.0	0.0	52	173	5	4	2	3	3	131L	855139.0	1.70004e+06	2.5799e+06	2.04664e+06	3.36659e+06	4.27606e+06	2.33902e+07	5.5813e+07	7.56014e+07	8.3736e+07	0.0102123	0.0203023	0.0308099	0.0244416	0.0402048	0.0510659	0.279332	0.666535	0.902854	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1385	Q15046	Lysine--tRNA ligase OS=Homo sapiens GN=KARS PE=1 SV=3	KARS	79460.6	0.0	60	465	27	9	6	19	8	131L	1.9944e+06	3.68843e+06	9.86559e+06	3.29438e+07	1.18441e+08	1.8459e+08	2.01512e+08	3.55027e+08	4.45851e+08	4.11967e+08	0.00474667	0.00852578	0.0240879	0.0805459	0.287469	0.447533	0.489665	0.861412	1.08089	1.0	0.0100663	0.0172556	0.0249204	0.0327337	0.0330976	0.0480946	0.0813224	0.066582	0.0765873	0.0
1386	O15111	Inhibitor of nuclear factor kappa-B kinase subunit alpha OS=Homo sapiens GN=CHUK PE=1 SV=2	CHUK	97412.7	0.0	58	164	4	4	0	4	4	131L	350428.0	1.43086e+06	3.03663e+06	3.16952e+06	7.12673e+06	8.33588e+06	2.03444e+07	5.96298e+07	8.98052e+07	9.2787e+07	0.00377669	0.0154209	0.0327269	0.0341591	0.0768075	0.0898389	0.219259	0.642652	0.967865	1.0	0.0124184	0.0284931	0.0777052	0.0907458	0.263899	0.386736	0.422764	0.235206	0.200677	0.0
1387	O15117	FYN-binding protein OS=Homo sapiens GN=FYB PE=1 SV=2	FYB	106875.0	0.0	54	214	11	5	5	5	4	131L	2.32509e+06	4.16376e+06	4.29665e+06	6.97615e+06	8.47263e+06	1.99671e+07	9.34215e+07	1.25484e+08	1.38532e+08	1.43028e+08	0.0162562	0.0291114	0.0300405	0.048347	0.0592374	0.139901	0.653168	0.878829	0.968579	1.0	0.0416834	0.0818836	0.026754	0.0606129	0.0628997	0.0907002	0.0792893	0.104818	0.0870186	0.0
1388	O15116	U6 snRNA-associated Sm-like protein LSm1 OS=Homo sapiens GN=LSM1 PE=1 SV=1	LSM1	17232.6	0.0	66	179	6	4	1	5	4	131L	1.97967e+07	2.57964e+07	2.40923e+07	3.00976e+07	3.10065e+07	3.17297e+07	3.12553e+07	3.06935e+07	3.14212e+07	2.69522e+07	0.73451	0.942906	0.89389	1.10441	1.15043	1.17726	1.15966	1.13881	1.16552	1.0	1.6821	1.88983	1.21753	1.60643	1.13389	1.44127	0.5938	0.443588	0.114159	0.0
1389	O60341	Lysine-specific histone demethylase 1A OS=Homo sapiens GN=KDM1A PE=1 SV=2	KDM1A	105045.0	0.0	76	331	7	7	2	5	5	131L	209524.0	906153.0	862912.0	1.92495e+06	3.49127e+06	4.32109e+06	2.37544e+07	5.86816e+07	5.58246e+07	8.03493e+07	0.00252064	0.0112777	0.0105955	0.0239573	0.0439592	0.0537788	0.295639	0.730457	0.694774	1.0	0.00993697	0.0233751	0.0320355	0.0435646	0.0606198	0.124122	0.204821	0.137248	0.329504	0.0
1390	F2Z2I2|Q16875|Q5VX20|Q5W015	6-phosphofructo-2-kinase OS=Homo sapiens GN=PFKFB3 PE=1 SV=1|6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3 OS=Homo sapiens GN=PFKFB3 PE=1 SV=1|6-phosphofructo-2-kinase OS=Homo sapiens GN=PFKFB3 PE=1 SV=1|6-phosphofructo-2-kinase OS=Homo sapiens GN=PFKFB3 PE=1 SV=1	PFKFB3	59994.6|68161.1|68778.4|66926.4	0.0	61	243	8	4	4	4	3	131L	1.21197e+06	1.53559e+06	3.13642e+06	5.24652e+06	1.45567e+07	2.91588e+07	4.10346e+07	4.40874e+07	4.46111e+07	4.43711e+07	0.0273143	0.0346079	0.070686	0.118242	0.328067	0.657157	0.924805	0.993607	1.00541	1.0	0.020985	0.043051	0.0596384	0.0781666	0.0545673	0.126602	0.109002	0.142209	0.107101	0.0
1391	O60551|Q5VUC6|Q5VUC7	Glycylpeptide N-tetradecanoyltransferase 2 OS=Homo sapiens GN=NMT2 PE=1 SV=1|Glycylpeptide N-tetradecanoyltransferase OS=Homo sapiens GN=NMT2 PE=1 SV=1|Glycylpeptide N-tetradecanoyltransferase OS=Homo sapiens GN=NMT2 PE=1 SV=1	NMT2	67140.3|64757.2|70766.0	0.0	70	182	5	3	2	3	3	131L	216662.0	735247.0	1.49431e+06	2.36678e+06	3.67192e+06	8.94283e+06	2.586e+07	3.25904e+07	4.2435e+07	3.99534e+07	0.00542286	0.0184026	0.0374012	0.0592386	0.0919051	0.223831	0.647253	0.81571	1.06211	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1392	Q9BT09	Protein canopy homolog 3 OS=Homo sapiens GN=CNPY3 PE=1 SV=1	CNPY3	37544.4	0.0	86	190	6	3	1	5	3	131L	6.66661e+07	6.23095e+07	4.52424e+07	5.18837e+07	4.96957e+07	4.61162e+07	4.25457e+07	3.85613e+07	3.8318e+07	3.66579e+07	1.81688	1.69976	1.23418	1.41535	1.35175	1.25592	1.15894	1.05192	1.04529	1.0	0.778302	0.730248	0.267765	0.419873	0.52994	0.198632	0.500115	0.408078	0.397103	0.0
1393	Q9Y490	Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3	TLN1	308890.0	0.0	143	4635	210	68	58	141	64	131L	1.54493e+07	2.34508e+07	4.26111e+07	7.20886e+07	1.2835e+08	4.01311e+08	1.41708e+09	1.56662e+09	1.64479e+09	1.63852e+09	0.00903744	0.0142121	0.025868	0.0435054	0.077667	0.244473	0.865377	0.955692	1.00382	1.0	0.0109136	0.00900335	0.0160552	0.0281393	0.0479456	0.0942753	0.192283	0.0434284	0.0377896	0.0
1394	E9PES4|J3KPF9|Q9Y496	Kinesin-like protein KIF3A OS=Homo sapiens GN=KIF3A PE=1 SV=1|Kinesin-like protein KIF3A OS=Homo sapiens GN=KIF3A PE=1 SV=1|Kinesin-like protein KIF3A OS=Homo sapiens GN=KIF3A PE=1 SV=4	KIF3A	99413.0|96459.5|96145.4	0.0	51	138	7	3	2	5	3	131L	63366.9	150137.0	1.98138e+06	708544.0	1.7825e+06	5.14235e+06	1.24872e+07	1.67535e+07	1.75156e+07	2.07044e+07	0.00305145	0.00722988	0.0956984	0.0342219	0.0858369	0.244949	0.605196	0.809177	0.845986	1.0	0.0149084	0.0121311	0.466159	0.166699	0.101548	0.283988	0.701166	0.266633	0.256793	0.0
1395	P62699	Protein yippee-like 5 OS=Homo sapiens GN=YPEL5 PE=1 SV=1	YPEL5	14977.6	0.0	65	89	2	2	0	1	1	131L	0.0	0.0	0.0	0.0	2.98081e+06	1.04585e+07	3.74172e+07	3.99691e+07	4.36524e+07	4.07984e+07	0.0	0.0	0.0	0.0	0.073062	0.256345	0.917126	0.979675	1.06996	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1396	Q6P2P2	Putative protein arginine N-methyltransferase 9 OS=Homo sapiens GN=PRMT9 PE=2 SV=1	PRMT9	106295.0	0.0	76	213	6	5	2	4	4	131L	959145.0	1.42401e+06	1.78714e+06	2.55619e+06	9.25971e+06	2.32832e+07	3.60354e+07	4.3001e+07	4.62878e+07	4.44877e+07	0.0215598	0.032009	0.0401716	0.0574584	0.208141	0.523362	0.810008	0.966582	1.04046	1.0	0.0514645	0.0764074	0.0891497	0.160418	0.0833129	0.199199	0.309429	0.205536	0.123677	0.0
1397	I3L428|Q8IYR2	SET and MYND domain-containing protein 4 (Fragment) OS=Homo sapiens GN=SMYD4 PE=4 SV=1|SET and MYND domain-containing protein 4 OS=Homo sapiens GN=SMYD4 PE=2 SV=3	SMYD4	68677.2|100330.0	0.0213904	23	23	1	1	0	1	1	131L	641266.0	826770.0	1.62654e+06	1.99182e+06	2.15731e+06	2.41923e+06	3.69813e+06	5.19856e+06	8.95023e+06	1.21991e+07	0.0525665	0.0677728	0.133333	0.163275	0.176841	0.198312	0.303147	0.426142	0.733678	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1398	B5MBW9|Q8WYQ3	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial OS=Homo sapiens GN=CHCHD10 PE=4 SV=1|Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial OS=Homo sapiens GN=CHCHD10 PE=1 SV=1	CHCHD10	15608.7|14826.2	0.0	96	124	5	2	1	4	2	131L	6.12679e+06	7.30603e+06	8.72114e+06	1.21137e+07	1.53159e+07	1.29337e+07	1.50399e+07	1.17077e+07	1.27959e+07	1.28415e+07	0.477109	0.568938	0.679137	0.943323	1.19268	1.00718	1.17119	0.911711	0.996449	1.0	0.197632	0.107306	0.189841	0.132227	0.230385	0.289893	0.417489	0.274796	0.425785	0.0
1399	Q9H9G7	Protein argonaute-3 OS=Homo sapiens GN=AGO3 PE=1 SV=2	AGO3	109266.0	0.0101734	29	56	2	2	1	1	1	131L	125576.0	634332.0	160325.0	631435.0	880417.0	780421.0	1.5236e+06	1.87529e+06	1.82689e+06	2.00206e+06	0.0627234	0.31684	0.08008	0.315393	0.439756	0.389809	0.761016	0.936681	0.912506	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1400	F5H1G9|F8WA55|Q8IZP0	Abl interactor 1 OS=Homo sapiens GN=ABI1 PE=1 SV=1|Abl interactor 1 OS=Homo sapiens GN=ABI1 PE=1 SV=1|Abl interactor 1 OS=Homo sapiens GN=ABI1 PE=1 SV=4	ABI1	48373.3|51462.9|59973.2	0.0	71	71	1	1	0	1	1	131L	197498.0	582112.0	1.04699e+06	1.82474e+06	5.22952e+06	1.28106e+07	2.83558e+07	3.14414e+07	3.02036e+07	3.20236e+07	0.00616725	0.0181776	0.0326943	0.0569811	0.163302	0.400035	0.885465	0.981819	0.943167	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1401	Q05209	Tyrosine-protein phosphatase non-receptor type 12 OS=Homo sapiens GN=PTPN12 PE=1 SV=3	PTPN12	99906.6	0.0	120	413	12	8	2	10	8	131L	2.68682e+06	4.30644e+06	3.28581e+06	7.24672e+06	1.14129e+07	2.87525e+07	1.15897e+08	1.70993e+08	1.74789e+08	1.83003e+08	0.0146335	0.0234294	0.017988	0.0397653	0.0621522	0.157905	0.634436	0.934552	0.954169	1.0	0.0139212	0.0252372	0.0270963	0.0443504	0.0639208	0.0885406	0.106148	0.0606024	0.0686466	0.0
1402	Q8IWP9	Coiled-coil domain-containing protein 28A OS=Homo sapiens GN=CCDC28A PE=2 SV=1	CCDC28A	35331.2	0.000545852	41	41	1	1	0	1	1	131L	0.0	426609.0	516419.0	745524.0	872911.0	819160.0	1.41137e+06	2.0976e+06	1.91097e+06	1.89515e+06	0.0	0.225106	0.272495	0.393385	0.460603	0.43224	0.744727	1.10683	1.00835	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1403	Q13464	Rho-associated protein kinase 1 OS=Homo sapiens GN=ROCK1 PE=1 SV=1	ROCK1	190268.0	0.0	74	768	24	14	6	17	13	131L	3.82955e+06	6.72458e+06	8.10698e+06	1.39359e+07	2.04802e+07	6.43756e+07	2.12231e+08	2.29784e+08	2.33991e+08	2.48046e+08	0.0149667	0.0268876	0.0331057	0.0565145	0.0833713	0.260548	0.855686	0.926612	0.944002	1.0	0.0297399	0.0381333	0.0417298	0.054225	0.094259	0.072409	0.0993358	0.0670251	0.0597093	0.0
1404	P36959	GMP reductase 1 OS=Homo sapiens GN=GMPR PE=1 SV=1	GMPR	42892.5	0.0	62	320	17	5	8	9	5	131L	4.67127e+07	4.17527e+07	3.08791e+07	4.5382e+07	4.18152e+07	4.24404e+07	5.1179e+07	4.71417e+07	5.23008e+07	4.66194e+07	0.99851	0.894053	0.661078	0.970409	0.883791	0.912383	1.09428	1.00988	1.1155	1.0	0.600768	0.453087	0.264085	0.389134	0.436774	0.268052	0.230924	0.175035	0.455355	0.0
1405	P36955	Pigment epithelium-derived factor OS=Homo sapiens GN=SERPINF1 PE=1 SV=4	SERPINF1	52641.8	0.0	54	81	4	2	3	1	1	131L	227048.0	148321.0	2.3927e+06	5.14047e+06	4.61568e+06	3.61691e+06	7.35412e+06	7.62061e+06	9.24233e+06	7.07794e+06	0.0320783	0.0209554	0.33805	0.726267	0.652123	0.511012	1.03902	1.07667	1.30579	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1406	P36957	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=4	DLST	55254.0	0.0	99	342	13	6	5	8	5	131L	4.59201e+07	5.26877e+07	4.53571e+07	6.42866e+07	5.60588e+07	2.81003e+07	3.02626e+07	2.65106e+07	3.46066e+07	2.70293e+07	1.67454	1.92979	1.67561	2.35919	2.06454	1.03288	1.11556	0.980949	1.27945	1.0	1.02753	1.25982	0.649148	1.26502	0.982581	0.491951	0.322692	0.293124	0.192445	0.0
1407	G3V180|G3V1D3|Q9NY33	Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3 PE=1 SV=1|Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3 PE=1 SV=1|Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3 PE=1 SV=2	DPP3	92228.1|92157.0|90442.3	0.0	100	872	38	16	6	32	15	131L	3.37564e+06	4.46268e+06	1.18944e+07	2.27943e+07	1.17212e+08	2.9146e+08	4.33361e+08	4.75152e+08	4.80399e+08	4.65184e+08	0.00719913	0.00953582	0.0253149	0.0496236	0.252066	0.625074	0.929292	1.0199	1.03235	1.0	0.013674	0.0181588	0.0363431	0.0507682	0.0718653	0.0808991	0.109806	0.092728	0.0619391	0.0
1408	Q9BVA0	Katanin p80 WD40 repeat-containing subunit B1 OS=Homo sapiens GN=KATNB1 PE=1 SV=1	KATNB1	81048.9	0.0	45	154	8	4	3	5	4	131L	2.14209e+06	1.37756e+06	5.50017e+06	7.99815e+06	8.91189e+06	1.93231e+07	4.3753e+07	5.05195e+07	6.09111e+07	5.72668e+07	0.0396148	0.0241877	0.0960445	0.139665	0.155619	0.337423	0.76402	0.878678	1.06364	1.0	0.0767463	0.0527851	0.139416	0.173325	0.153053	0.0822404	0.0830644	0.150629	0.16424	0.0
1409	Q9NV88	Integrator complex subunit 9 OS=Homo sapiens GN=INTS9 PE=1 SV=2	INTS9	83272.1	0.0	54	254	12	7	3	9	7	131L	1.244e+07	1.18766e+07	9.01894e+06	2.79209e+07	8.05625e+07	6.51768e+07	6.22912e+07	7.21546e+07	8.38474e+07	8.84996e+07	0.133974	0.124498	0.0965923	0.30986	0.899527	0.734998	0.705548	0.808812	0.939973	1.0	0.393771	0.371892	0.233212	0.247263	0.579356	1.58473	0.222402	2.00103	2.18784	0.0
1410	C9JLB7|Q96HP4	Oxidoreductase NAD-binding domain-containing protein 1 OS=Homo sapiens GN=OXNAD1 PE=1 SV=2|Oxidoreductase NAD-binding domain-containing protein 1 OS=Homo sapiens GN=OXNAD1 PE=1 SV=1	OXNAD1	42424.0|39928.7	0.0	84	360	12	7	2	10	7	131L	2.08898e+06	2.71758e+06	4.68046e+06	2.72177e+07	7.6244e+07	1.08592e+08	1.28073e+08	1.21163e+08	1.36876e+08	1.14548e+08	0.0168435	0.0228824	0.0403546	0.237253	0.664698	0.946224	1.11355	1.05514	1.19535	1.0	0.0585476	0.0553978	0.0545709	0.0467067	0.0941132	0.130766	0.204206	0.162821	0.193795	0.0
1411	Q86UK7	Zinc finger protein 598 OS=Homo sapiens GN=ZNF598 PE=1 SV=1	ZNF598	110483.0	0.000278164	42	83	3	2	0	3	2	131L	871481.0	1.06107e+06	1.42776e+06	1.81316e+06	2.43578e+06	7.61205e+06	1.05609e+07	1.27371e+07	1.39371e+07	1.37212e+07	0.0635134	0.0773306	0.104055	0.132143	0.177519	0.554765	0.769674	0.928277	1.01574	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1412	Q4J6C6	Prolyl endopeptidase-like OS=Homo sapiens GN=PREPL PE=1 SV=1	PREPL	99280.0	0.0	62	344	12	8	0	12	8	131L	1.46618e+06	5.1322e+06	1.06799e+07	1.98275e+07	7.82092e+07	1.24238e+08	1.64381e+08	1.77601e+08	2.03947e+08	2.07966e+08	0.00699255	0.0237009	0.0501875	0.0946898	0.377142	0.598271	0.790754	0.854163	0.980755	1.0	0.00897799	0.0468651	0.0754285	0.124475	0.118631	0.176548	0.157808	0.067284	0.0965775	0.0
1413	E7ET17|E7EWE5|G5E9S2|P51659	Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=1|Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=1|Hydroxysteroid (17-beta) dehydrogenase 4, isoform CRA_a OS=Homo sapiens GN=HSD17B4 PE=1 SV=1|Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3	HSD17B4	76613.7|90884.4|76237.5|92696.4	0.0	110	279	8	6	2	6	5	131L	292179.0	1.06102e+06	3.31823e+06	7.63006e+06	1.94117e+07	2.21816e+07	2.77588e+07	2.76088e+07	3.2543e+07	3.26736e+07	0.00833415	0.0324733	0.101557	0.233524	0.5936	0.680568	0.851332	0.844284	0.99218	1.0	0.0233808	0.0683574	0.131262	0.106939	0.0684417	0.102	0.192828	0.109293	0.214337	0.0
1414	Q9Y6Q9	Nuclear receptor coactivator 3 OS=Homo sapiens GN=NCOA3 PE=1 SV=1	NCOA3	168711.0	0.0	43	84	3	2	2	1	1	131L	121306.0	173081.0	450390.0	941139.0	1.27126e+06	880906.0	3.86119e+06	5.83112e+06	7.0716e+06	7.45213e+06	0.016278	0.0232257	0.0604378	0.126291	0.17059	0.118209	0.518133	0.782477	0.948937	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1415	C9J2T1|C9J5F8|C9JHG1|Q53GT1	Kelch-like protein 22 (Fragment) OS=Homo sapiens GN=KLHL22 PE=1 SV=1|Kelch-like protein 22 (Fragment) OS=Homo sapiens GN=KLHL22 PE=1 SV=2|Kelch-like protein 22 (Fragment) OS=Homo sapiens GN=KLHL22 PE=1 SV=1|Kelch-like protein 22 OS=Homo sapiens GN=KLHL22 PE=1 SV=2	KLHL22	28581.4|30633.7|35920.5|75855.9	0.0	51	84	4	1	2	2	1	131L	2.82079e+06	836709.0	764595.0	1.15442e+06	7.11497e+06	9.32801e+06	1.37977e+07	1.8888e+07	2.41302e+07	2.14017e+07	0.131802	0.0390955	0.0357259	0.0539405	0.332449	0.435854	0.644702	0.882546	1.12749	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
